name	lat	lng	class	flowinfo	url
"USGS 11113000 SESPE C NR FILLMORE"	34.44166180	-118.92732120	3	"Discharge: 7.7 cfs;Stage: 3.53 ft;Date: 2013-04-08 20:15:00;Flood stage: 19.2 ft;Percentile: 7.46 %;Class: Much below normal;% normal(median): 11.49%;% normal(mean): 3.78%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11113000
"USGS 11023000 SAN DIEGO R A FASHION VALLEY AT SAN DIEGO CA"	32.76504998	-117.16864490	1	"Discharge: 5.3 cfs;Stage: 2.08 ft;Date: 2013-04-08 20:15:00;Flood stage: 11.3 ft;Percentile: 3.23 %;Class: Low;% normal(median): 28.65%;% normal(mean): 14.89%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11023000
"USGS 11137900 HUASNA R NR ARROYO GRANDE CA"	35.07775398	-120.37182670	4	"Discharge: 0.55 cfs;Stage: 1.02 ft;Date: 2013-04-08 20:30:00;Percentile: 24.41 %;Class: Below normal;% normal(median): 17.19%;% normal(mean): 2.31%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11137900
"USGS 10259200 DEEP C NR PALM DESERT CA"	33.63113647	-116.39223420	5	"Discharge: 0.15 cfs;Stage: 1.34 ft;Date: 2013-04-08 20:45:00;Percentile: 29.17 %;Class: Normal;% normal(median): 50.00%;% normal(mean): 6.76%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=10259200
"USGS 11284400 BIG C AB WHITES GULCH NR GROVELAND CA"	37.84187140	-120.18491030	5	"Discharge: 1.8 cfs;Stage: 2.03 ft;Date: 2013-04-08 20:30:00;Percentile: 27.28 %;Class: Normal;% normal(median): 37.50%;% normal(mean): 15.28%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11284400
"USGS 11109550 PIRU C AB FRENCHMANS FLAT CA"	34.63082016	-118.74842440	0	"Discharge: 6.7 cfs;Stage: 4.48 ft;Date: 2013-04-08 20:15:00;Class: Not-ranked;% normal(median): 20.94%;% normal(mean): 6.64%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11109550
"USGS 11078000 SANTA ANA R A SANTA ANA CA"	33.75112815	-117.90839060	0	"Discharge: 0.00 cfs;Stage: 1.43 ft;Date: 2013-04-08 20:45:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11078000
"USGS 11063680 DEVIL CYN C NR SAN BERNARDINO CA"	34.20834107	-117.33143400	5	"Discharge: 2.4 cfs;Stage: 5.20 ft;Date: 2013-04-08 21:00:00;Percentile: 50.00 %;Class: Normal;% normal(median): 100.00%;% normal(mean): 39.41%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11063680
"USGS 11090600 CARBON C A LOS ALAMITOS CA"	33.81527778	-118.06444440	0	"Discharge: 2.8 cfs;Stage: 10.87 ft;Date: 2013-04-08 20:00:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11090600
"USGS 11466170 MATANZAS C A SANTA ROSA CA"	38.43880070	-122.70248670	0	"Discharge: 3.8 cfs;Stage: 155.41 ft;Date: 2013-04-08 20:00:00;Class: Not-ranked;% normal(median): 41.76%;% normal(mean): 17.67%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11466170
"USGS 11140585 SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA"	34.96831117	-120.40405100	0	"Discharge: 0.00 cfs;Stage: 9.05 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11140585
"USGS 11460000 CORTE MADERA C A ROSS CA"	37.96297947	-122.55692200	4	"Discharge: 3.3 cfs;Stage: 4.80 ft;Date: 2013-04-08 20:45:00;Percentile: 14.43 %;Class: Below normal;% normal(median): 44.00%;% normal(mean): 15.68%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11460000
"USGS 11174000 SAN ANTONIO C NR SUNOL CA"	37.57743400	-121.85773400	4	"Discharge: 0.06 cfs;Stage: 2.65 ft;Date: 2013-04-08 21:00:00;Percentile: 10.00 %;Class: Below normal;% normal(median): 2.00%;% normal(mean): 0.40%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11174000
"USGS 11336600 DELTA CROSS CHANNEL NR WALNUT GROVE"	38.24472220	-121.50527780	0	"Discharge: -72 cfs;Stage: 4.45 ft;Date: 2013-04-08 19:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11336600
"USGS 11313440 FALSE R NR OAKLEY CA"	38.05583330	-121.66694440	0	"Discharge: 44700 cfs;Stage: 16.16 ft;Date: 2013-04-08 19:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11313440
"USGS 11120500 SAN JOSE C NR GOLETA CA"	34.45916286	-119.80902830	3	"Discharge: 0.13 cfs;Stage: 2.74 ft;Date: 2013-04-08 20:45:00;Percentile: 6.50 %;Class: Much below normal;% normal(median): 19.40%;% normal(mean): 4.10%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11120500
"USGS 10259100 WHITEWATER R A RANCHO MIRAGE CA"	33.74946600	-116.42279030	0	"Discharge: 0.00 cfs;Stage: 6.71 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=10259100
"USGS 11460750 WALKER C NR MARSHALL CA"	38.17575310	-122.81832540	0	"Discharge: 11 cfs;Stage: 1.26 ft;Date: 2013-04-08 20:00:00;Class: Not-ranked;% normal(median): 91.67%;% normal(mean): 42.83%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11460750
"USGS 11451290 INDIAN VALLEY RES A CLEARLAKE OAKS CA"	39.08044860	-122.53498120	0	"Stage: 1423.10 ft;Date (stage): 2013-04-08 20:00:00;Class: Not-ranked;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11451290
"USGS 11062399 FONTANA WATER CO SURFACE DIV WEIR 2 NR FONTANA CA"	34.20278567	-117.44949360	0	"Discharge: 0.00 cfs;Stage: -0.37 ft;Date: 2013-04-08 20:15:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11062399
"USGS 11447830 SUTTER SLOUGH A COURTLAND CA"	38.32861110	-121.57722220	0	"Date: 2012-02-21 10:45:00;Class: Not-ranked;Status: Dis;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11447830
"USGS 11528700 SF TRINITY R BL HYAMPOM CA"	40.64986270	-123.49420460	5	"Discharge: 1340 cfs;Stage: 6.05 ft;Date: 2013-04-08 20:30:00;Percentile: 37.82 %;Class: Normal;% normal(median): 73.02%;% normal(mean): 65.77%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11528700
"USGS 11122000 SANTA YNEZ R AB GIBRALTAR DAM NR SANTA BARBARA CA"	34.52610567	-119.68652450	0	"Stage: 1378.53 ft;Date (stage): 2013-04-08 20:45:00;Class: Not-ranked;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11122000
"USGS 373822118514401 003S028E34RS01M HOT C FH"	37.63937816	-118.86318690	0	"Discharge: 2.6 cfs;Stage: 0.29 ft;Date: 2013-04-08 20:00:00;Class: Not-ranked;% normal(median): 55.32%;% normal(mean): 50.88%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=373822118514401
"USGS 11361000 BURNEY C A BURNEY FALLS NR BURNEY CA"	41.01738285	-121.65415390	0	"Date: 2013-04-08 20:00:00;Class: Not-ranked;Status: Ssn;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11361000
"USGS 11122010 GIBRALTAR DAM RELEASE WEIR A GIBRALTAR DAM CA"	34.52416133	-119.68735790	0	"Discharge: 0.00 cfs;Stage: 0.52 ft;Date: 2013-04-08 20:45:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11122010
"USGS 11022200 LOS COCHES C NR LAKESIDE CA"	32.83616156	-116.90030350	0	"Discharge: 0.13 cfs;Stage: 2.56 ft;Date: 2013-04-08 21:00:00;Class: Not-ranked;% normal(median): 12.38%;% normal(mean): 6.81%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11022200
"USGS 11451715 BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA"	38.95767446	-122.34275350	0	"Discharge: 11 cfs;Stage: 4.29 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): 31.88%;% normal(mean): 18.12%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11451715
"USGS 10254005 SALTON SEA NR WESTMORLAND CA"	33.19254216	-115.83388700	0	"Stage: -231.59 ft;Date (stage): 2013-04-08 20:45:00;Class: Not-ranked;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=10254005
"USGS 11062450 FONTANA PH FOREBAY SPILLWAY NR FONTANA CA"	34.20278567	-117.44921580	0	"Discharge: 0.00 cfs;Stage: 0.72 ft;Date: 2013-04-08 20:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11062450
"USGS 11381500 MILL C NR LOS MOLINOS CA"	40.05460220	-122.02415410	5	"Discharge: 351 cfs;Stage: 2.77 ft;Date: 2013-04-08 20:45:00;Percentile: 45.81 %;Class: Normal;% normal(median): 90.23%;% normal(mean): 81.26%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11381500
"USGS 10263500 BIG ROCK C NR VALYERMO CA"	34.42083115	-117.83950720	0	"Stage: 1.93 ft;Date: 2013-04-08 20:15:00;Class: Not-ranked;Status: ***;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=10263500
"USGS 11016200 SWEETWATER R A DEHESA CA"	32.77416667	-116.85027780	0	"Discharge: 0.00 cfs;Stage: 3.00 ft;Date: 2013-04-08 20:15:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11016200
"USGS 11274500 ORESTIMBA C NR NEWMAN CA"	37.31549247	-121.12520810	0	"Discharge: 0.00 cfs;Stage: 1.68 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11274500
"USGS 373818118513301 003S028E35NS03M HOT C FH"	37.63826700	-118.86013120	0	"Discharge: 7.2 cfs;Stage: 0.53 ft;Date: 2013-04-08 20:00:00;Class: Not-ranked;% normal(median): 92.31%;% normal(mean): 92.66%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=373818118513301
"USGS 11151700 SALINAS R A SOLEDAD CA"	36.41107600	-121.31937380	5	"Discharge: 177 cfs;Stage: 8.22 ft;Date: 2013-04-08 21:00:00;Percentile: 60.46 %;Class: Normal;% normal(median): 143.90%;% normal(mean): 27.14%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11151700
"USGS 10251300 AMARGOSA RV AT TECOPA, CA"	35.84857700	-116.23002380	5	"Discharge: 0.56 cfs;Stage: 5.62 ft;Date: 2013-04-08 20:30:00;Percentile: 52.50 %;Class: Normal;% normal(median): 107.69%;% normal(mean): 70.89%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=10251300
"USGS 11462080 RUSSIAN R NR TALMAGE CA"	39.11294960	-123.18306020	0	"Discharge: 270 cfs;Stage: 5.36 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): 54.66%;% normal(mean): 54.66%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11462080
"USGS 10259000 ANDREAS C NR PALM SPRINGS CA"	33.76002110	-116.55001550	5	"Discharge: 2.8 cfs;Stage: 2.37 ft;Date: 2013-04-08 20:30:00;Percentile: 54.41 %;Class: Normal;% normal(median): 112.00%;% normal(mean): 64.37%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=10259000
"USGS 11289500 TURLOCK CN NR LA GRANGE CA"	37.66576548	-120.44102830	3	"Discharge: 80 cfs;Date: 2013-04-08 20:45:00;Percentile: 8.08 %;Class: Much below normal;% normal(median): 8.67%;% normal(mean): 8.44%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11289500
"USGS 11150500 SALINAS R NR BRADLEY CA"	35.93024340	-120.86879150	5	"Discharge: 353 cfs;Stage: 3.91 ft;Date: 2013-04-08 20:30:00;Flood stage: 14 ft;Percentile: 71.84 %;Class: Normal;% normal(median): 166.51%;% normal(mean): 60.44%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11150500
"USGS 11516530 KLAMATH R BL IRON GATE DAM CA"	41.92791865	-122.44418820	4	"Discharge: 1460 cfs;Stage: 3.00 ft;Date: 2013-04-08 20:15:00;Percentile: 23.15 %;Class: Below normal;% normal(median): 59.84%;% normal(mean): 46.73%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11516530
"USGS 11073495 CUCAMONGA C NR MIRA LOMA CA"	33.98279120	-117.59949660	0	"Stage: 1.78 ft;Date (stage): 2013-04-08 20:45:00;Class: Not-ranked;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11073495
"USGS 11507500 LINK RIVER AT KLAMATH FALLS, OR"	42.22347795	-121.79417080	3	"Discharge: 556 cfs;Stage: 1.25 ft;Date: 2013-04-08 20:15:00;Percentile: 8.08 %;Class: Much below normal;% normal(median): 34.32%;% normal(mean): 28.04%;"	http://waterdata.usgs.gov/or/nwis/uv?site_no=11507500
"USGS 11348500 PIT R NR CANBY CA"	41.40600116	-120.92774580	5	"Discharge: 186 cfs;Stage: 3.16 ft;Date: 2013-04-08 20:45:00;Flood stage: 8.5 ft;Percentile: 35.60 %;Class: Normal;% normal(median): 67.76%;% normal(mean): 38.07%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11348500
"USGS 11140000 SISQUOC R NR GAREY"	34.89386807	-120.30654630	0	"Discharge: 0.00 cfs;Stage: 6.46 ft;Date: 2013-04-08 20:45:00;Flood stage: 16 ft;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11140000
"USGS 11180960 CULL C AB CULL C RES NR CASTRO VALLEY CA"	37.71770737	-122.05440670	3	"Discharge: 0.39 cfs;Stage: 0.56 ft;Date: 2013-04-08 21:00:00;Percentile: 8.17 %;Class: Much below normal;% normal(median): 26.00%;% normal(mean): 9.24%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11180960
"USGS 11123500 SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA"	34.54360358	-119.86486270	2	"Discharge: 0.00 cfs;Stage: 1.28 ft;Date: 2013-04-08 20:45:00;Percentile: 3.28 %;Class: Much below normal;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11123500
"USGS 11476600 BULL C NR WEOTT CA"	40.35152800	-124.00504230	5	"Discharge: 66 cfs;Stage: 1.71 ft;Date: 2013-04-08 21:00:00;Percentile: 44.04 %;Class: Normal;% normal(median): 83.54%;% normal(mean): 52.12%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11476600
"USGS 11446500 AMERICAN R A FAIR OAKS CA"	38.63546010	-121.22772620	3	"Discharge: 1180 cfs;Stage: 4.93 ft;Date: 2013-04-08 21:00:00;Percentile: 9.40 %;Class: Much below normal;% normal(median): 23.69%;% normal(mean): 18.39%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11446500
"USGS 11465750 LAGUNA DE SANTA ROSA C NR SEBASTOPOL CA"	38.42546874	-122.82915840	0	"Discharge: 91 cfs;Stage: 57.53 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): 337.04%;% normal(mean): 203.40%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11465750
"USGS 11181008 CASTRO VALLEY C A HAYWARD CA"	37.67993110	-122.08051860	5	"Discharge: 0.68 cfs;Stage: 1.06 ft;Date: 2013-04-08 20:20:00;Percentile: 27.86 %;Class: Normal;% normal(median): 52.31%;% normal(mean): 20.12%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11181008
"USGS 11180500 DRY C A UNION CITY CA"	37.60604520	-122.02385040	5	"Discharge: 0.12 cfs;Stage: 1.23 ft;Date: 2013-04-08 20:15:00;Percentile: 30.50 %;Class: Normal;% normal(median): 15.58%;% normal(mean): 3.60%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11180500
"USGS 11046100 LAS FLORES C NR OCEANSIDE CA"	33.29225499	-117.45670770	5	"Discharge: 0.01 cfs;Stage: 0.09 ft;Date: 2013-04-08 21:00:00;Percentile: 37.50 %;Class: Normal;% normal(median): 33.33%;% normal(mean): 0.41%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11046100
"USGS 11379500 ELDER C NR PASKENTA CA"	40.02376507	-122.51194620	5	"Discharge: 74 cfs;Stage: 1.79 ft;Date: 2013-04-08 20:30:00;Percentile: 29.17 %;Class: Normal;% normal(median): 59.68%;% normal(mean): 43.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11379500
"USGS 11481500 REDWOOD C NR BLUE LAKE CA"	40.90596479	-123.81533500	5	"Discharge: 360 cfs;Stage: 2.84 ft;Date: 2013-04-08 20:45:00;Percentile: 58.01 %;Class: Normal;% normal(median): 123.50%;% normal(mean): 107.42%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11481500
"USGS 373850118513501 HOT BUBBLING POOL NR MAM"	37.64715578	-118.86068720	0	"Class: Not-ranked;Status: Dis;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=373850118513501
"USGS 11042900 SANTA GERTRUDIS C NR TEMECULA CA"	33.52447127	-117.16475440	0	"Discharge: 0.00 cfs;Stage: 1.76 ft;Date: 2013-04-08 21:00:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11042900
"USGS 11173200 ARROYO HONDO NR SAN JOSE CA"	37.46160337	-121.76939700	4	"Discharge: 5.6 cfs;Stage: 4.25 ft;Date: 2013-04-08 21:00:00;Percentile: 10.30 %;Class: Below normal;% normal(median): 18.98%;% normal(mean): 8.29%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11173200
"USGS 11312685 MIDDLE R NR HOLT CA"	38.00305556	-121.51083330	0	"Discharge: 17300 cfs;Stage: 12.76 ft;Date: 2013-04-08 19:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11312685
"USGS 11072100 TEMESCAL C AB MAIN ST A CORONA CA"	33.88918210	-117.56282740	3	"Discharge: 2.2 cfs;Stage: 2.32 ft;Date: 2013-04-08 20:15:00;Percentile: 5.70 %;Class: Much below normal;% normal(median): 20.00%;% normal(mean): 7.27%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11072100
"USGS 11475610 CAHTO C NR LAYTONVILLE CA"	39.67154540	-123.49834970	0	"Discharge: 20 cfs;Stage: 4.56 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): 209.42%;% normal(mean): 152.67%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11475610
"USGS 11455420 SACRAMENTO R A RIO VISTA CA"	38.15991675	-121.68662160	0	"Discharge: 101000 cfs;Stage: 3.47 ft;Date: 2013-04-08 19:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11455420
"USGS 11502500 WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUIN,OR"	42.56485858	-121.87945930	5	"Discharge: 1500 cfs;Stage: 4.66 ft;Date: 2013-04-08 21:00:00;Flood stage: 9 ft;Percentile: 43.59 %;Class: Normal;% normal(median): 89.82%;% normal(mean): 77.69%;"	http://waterdata.usgs.gov/or/nwis/uv?site_no=11502500
"USGS 11063510 CAJON C BL LONE PINE C NR KEENBROOK CA"	34.26333920	-117.46699440	3	"Discharge: 3.9 cfs;Stage: 4.24 ft;Date: 2013-04-08 20:15:00;Percentile: 7.65 %;Class: Much below normal;% normal(median): 46.43%;% normal(mean): 33.22%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11063510
"USGS 11152600 GABILAN C NR SALINAS CA"	36.75579196	-121.61050050	0	"Discharge: 0.00 cfs;Stage: 1.32 ft;Date: 2013-04-08 20:00:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11152600
"USGS 11456000 NAPA R NR ST HELENA CA"	38.51129745	-122.45581300	4	"Discharge: 14 cfs;Stage: 0.46 ft;Date: 2013-04-08 20:30:00;Flood stage: 16 ft;Percentile: 11.37 %;Class: Below normal;% normal(median): 29.17%;% normal(mean): 14.95%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11456000
"USGS 11468500 NOYO R NR FORT BRAGG CA"	39.42822378	-123.73779170	5	"Discharge: 175 cfs;Stage: 4.07 ft;Date: 2013-04-08 20:15:00;Percentile: 64.07 %;Class: Normal;% normal(median): 155.56%;% normal(mean): 73.21%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11468500
"USGS 11466800 MARK WEST C NR MIRABEL HEIGHTS CA"	38.49407838	-122.85332580	0	"Discharge: 122 cfs;Stage: 40.64 ft;Date: 2013-04-08 20:45:00;Class: Not-ranked;% normal(median): 192.13%;% normal(mean): 32.80%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11466800
"USGS 11070500 SAN JACINTO R NR ELSINORE CA"	33.66418858	-117.29392700	5	"Discharge: 0.62 cfs;Stage: 2.82 ft;Date: 2013-04-08 20:30:00;Percentile: 45.00 %;Class: Normal;% normal(median): 82.67%;% normal(mean): 1.60%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11070500
"USGS 11119940 MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA"	34.44499650	-119.80375000	0	"Discharge: 0.00 cfs;Stage: 0.78 ft;Date: 2013-04-08 20:45:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11119940
"USGS 11148500 ESTRELLA R NR ESTRELLA CA"	35.71719096	-120.64016830	0	"Stage: 1.65 ft;Date (stage): 2013-04-08 20:30:00;Class: Not-ranked;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11148500
"USGS 11507001 UPPER KLAMATH LAKE NR K.FALLS(WEIGHT/MEAN ELEV) OR"	42.24986606	-121.81639450	0	"Stage: 4142.30 ft;Date (stage): 2013-04-08 19:30:00;Class: Not-ranked;"	http://waterdata.usgs.gov/or/nwis/uv?site_no=11507001
"USGS 11413000 N YUBA R BL GOODYEARS BAR CA"	39.52489370	-120.93800680	5	"Discharge: 1060 cfs;Stage: 4.81 ft;Date: 2013-04-08 20:45:00;Percentile: 49.24 %;Class: Normal;% normal(median): 99.07%;% normal(mean): 82.66%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11413000
"USGS 11304810 SAN JOAQUIN R BL GARWOOD BRIDGE A STOCKTON CA"	37.93547987	-121.33022450	0	"Discharge: 3450 cfs;Stage: 4.15 ft;Date: 2013-04-08 19:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11304810
"USGS 11266500 MERCED R A POHONO BRIDGE NR YOSEMITE CA"	37.71687138	-119.66627880	6	"Discharge: 1190 cfs;Stage: 4.67 ft;Date: 2013-04-08 21:00:00;Flood stage: 10 ft;Percentile: 79.90 %;Class: Above normal;% normal(median): 160.16%;% normal(mean): 141.02%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11266500
"USGS 11058500 E TWIN C NR ARROWHEAD SPRINGS CA"	34.17917556	-117.26559820	5	"Discharge: 2.6 cfs;Stage: 1.87 ft;Date: 2013-04-08 20:30:00;Percentile: 27.95 %;Class: Normal;% normal(median): 54.17%;% normal(mean): 26.61%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11058500
"USGS 11530000 TRINITY R A HOOPA CA"	41.04985200	-123.67366800	5	"Discharge: 5900 cfs;Stage: 16.41 ft;Date: 2013-04-08 21:00:00;Flood stage: 48 ft;Percentile: 34.63 %;Class: Normal;% normal(median): 80.00%;% normal(mean): 69.34%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11530000
"USGS 11402000 SPANISH C AB BLACKHAWK C AT KEDDIE CA"	40.00294700	-120.95439940	5	"Discharge: 310 cfs;Stage: 2.78 ft;Date: 2013-04-08 20:30:00;Percentile: 28.48 %;Class: Normal;% normal(median): 69.51%;% normal(mean): 54.43%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11402000
"USGS 11481000 MAD R NR ARCATA CA"	40.90984970	-124.06061830	5	"Discharge: 2670 cfs;Stage: 8.99 ft;Date: 2013-04-08 20:45:00;Flood stage: 22 ft;Percentile: 73.87 %;Class: Normal;% normal(median): 224.37%;% normal(mean): 140.48%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11481000
"USGS 11069500 SAN JACINTO R NR SAN JACINTO"	33.73807629	-116.83390980	4	"Discharge: 0.16 cfs;Stage: 2.71 ft;Date: 2013-04-08 21:00:00;Percentile: 21.00 %;Class: Below normal;% normal(median): 1.10%;% normal(mean): 0.27%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11069500
"USGS 11523000 KLAMATH R A ORLEANS"	41.30345990	-123.53450360	5	"Discharge: 14000 cfs;Stage: 9.58 ft;Date: 2013-04-08 20:30:00;Flood stage: 38 ft;Percentile: 61.56 %;Class: Normal;% normal(median): 117.15%;% normal(mean): 109.14%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11523000
"USGS 11055500 PLUNGE C NR EAST HIGHLANDS CA"	34.11834458	-117.14170400	5	"Discharge: 4.4 cfs;Stage: 2.39 ft;Date: 2013-04-08 20:30:00;Percentile: 40.00 %;Class: Normal;% normal(median): 62.86%;% normal(mean): 24.28%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11055500
"USGS 11530500 KLAMATH R NR KLAMATH CA"	41.51095430	-123.97951640	5	"Discharge: 28000 cfs;Stage: 15.89 ft;Date: 2013-04-08 20:30:00;Flood stage: 38 ft;Percentile: 56.81 %;Class: Normal;% normal(median): 107.69%;% normal(mean): 100.72%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11530500
"USGS 11525854 TRINITY R A DOUGLAS CITY CA"	40.64527778	-122.95666670	0	"Discharge: 612 cfs;Stage: 6.48 ft;Date: 2013-04-08 21:00:00;Class: Not-ranked;% normal(median): 94.30%;% normal(mean): 87.92%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11525854
"USGS 11135800 SAN ANTONIO C A LOS ALAMOS CA"	34.74331534	-120.27098880	0	"Discharge: 0.00 cfs;Stage: 0.59 ft;Date: 2013-04-08 20:30:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;"	http://waterdata.usgs.gov/ca/nwis/uv?site_no=11135800
