station_code,flow_data,sensors,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
SJS,    880 CFS,flow,SAN JOAQUIN RIVER NEAR STEVINSON,daily,/cgi-progs/queryDaily?SJS,82,37.295,-120.851,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
VNS,   3100 CFS,flow,SAN JOAQUIN RIVER NEAR VERNALIS,daily,/cgi-progs/queryDaily?VNS,35,37.6760406494141,-121.266326904297,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
SFJ,    324 CFS,flow,SCOTT RIVER NEAR FORT JONES,daily,/cgi-progs/queryDaily?SFJ,2623,41.6406898498535,-123.015037536621,SISKIYOU,KLAMATH R,http://cdec.water.ca.gov/
STP,    148 CFS,flow,STAMPEDE,daily,/cgi-progs/queryDaily?STP,5956,39.471,-120.103,SIERRA,TRUCKEE R,http://cdec.water.ca.gov/
OBB,    383 CFS,flow,STANISLAUS R AT ORANGE BLOSSOM BRIDGE,daily,/cgi-progs/queryDaily?OBB,117,37.783,-120.75,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
RIP,    538 CFS,flow,STANISLAUS RIVER AT RIPON,daily,/cgi-progs/queryDaily?RIP,73,37.7296524047852,-121.110496520996,SAN JOAQUIN,STANISLAUS R,http://cdec.water.ca.gov/
THO,    254 CFS,flow,THOMES CREEK AT PASKENTA,daily,/cgi-progs/queryDaily?THO,720,39.8878402709961,-122.528564453125,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
DGC,    658 CFS,flow,TRINITY RIVER AT DOUGLAS CITY,daily,/cgi-progs/queryDaily?DGC,1600,40.6452789306641,-122.956665039063,TRINITY,TRINITY R,http://cdec.water.ca.gov/
HPA,   8170 CFS,flow,TRINITY RIVER AT HOOPA,daily,/cgi-progs/queryDaily?HPA,330,41.0498504638672,-123.673667907715,HUMBOLDT,TRINITY R,http://cdec.water.ca.gov/
TTC,     56 CFS,flow,TRUCKEE RIVER AT TAHOE CITY,daily,/cgi-progs/queryDaily?TTC,5930,39.1662940979004,-120.144355773926,PLACER,TRUCKEE R,http://cdec.water.ca.gov/
LGN,    169 CFS,flow,TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG,daily,/cgi-progs/queryDaily?LGN,170,37.6663208007813,-120.442138671875,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
MOD,    538 CFS,flow,TUOLUMNE RIVER AT MODESTO,daily,/cgi-progs/queryDaily?MOD,90,37.6268768310547,-120.987991333008,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
BRI,   2720 CFS,flow,VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,daily,/cgi-progs/queryDaily?BRI,358,40.4804153442383,-123.89087677002,HUMBOLDT,VAN DUZEN R,http://cdec.water.ca.gov/
VCU,   3434 CFS,flow,VICTORIA CANAL NEAR BYRON,daily,/cgi-progs/queryDaily?VCU,0,37.8717,-121.5283,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
YBY,  15100 CFS,flow,YOLO BYPASS NEAR WOODLAND,daily,/cgi-progs/queryDaily?YBY,-3,38.6776809692383,-121.64412689209,YOLO,SACRAMENTO R,http://cdec.water.ca.gov/
MRY,   5510 CFS,flow,YUBA RIVER NEAR MARYSVILLE,daily,/cgi-progs/queryDaily?MRY,88,39.175724029541,-121.524963378906,YUBA,YUBA R,http://cdec.water.ca.gov/
YRS,   4334 CFS,flow,YUBA RIVER NEAR SMARTVILLE,daily,/cgi-progs/queryDaily?YRS,280,39.2351722717285,-121.274124145508,YUBA,YUBA R,http://cdec.water.ca.gov/
