agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	latitude	longitude	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no
USGS	373248121595001	004S001W32C001M	GW	373248	1215950	37.54660326	-121.9982944	M	S	NAD27	NAD83	06	06	001	US	SENENWS32 T04S R01N M	NILES	24000	 48.00	M	005	NGVD29	18050003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19371102				PST	Y	C	YYNNNYYN	N100CACSTL			250	250		479200200
USGS	373256122081701	SAN FRANCISCO BAY ST AC4 NR COYOTE HILLS SL CA	ES	373256	1220817	37.5488248	-122.1391309	M	S	NAD27	NAD83	06	06	001	US		REDWOOD POINT	  24000	 0	M	  1	NGVD29			O	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19890906			PST	Y		NNNNNNNN							470647500
USGS	373303121575001	004S001W27P001M	GW	373304.5	1215759.6	37.55125	-121.9665556	G	5	NAD83	NAD83	06	06	001	US	SWS 27T 04SR 01WM	NILES	  24000	 50.00	M	 10	NGVD29	18050003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	194808	20070605			PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		153	153	L	CA-9-358M
USGS	373313122002401	004S001W18R001M	GW	373313.7	1220024.1	37.55380556	-122.0066944	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 48.4	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020416			PST	Y	C	YY   Y	N100CACSTL			150		A	967759600
USGS	373321122024901	004S002W26K004M	GW	373322.0	1220249.6	37.5561111	-122.047111	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 20.3	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19870122	20021113			PST	Y	C	YY   Y	N100CACSTL			501	509	A	967759600
USGS	373321122025001	004S002W26K005M	GW	373321.5	1220250.1	37.5559722	-122.04725	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 19.9	D	0.2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19870202	20021113			PST	Y	C	YY   Y	N100CACSTL			297	313	A	967759600
USGS	373321122025002	004S002W26K006M	GW	373321	1220250	37.5558333	-122.0472222	M	S	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 19.8	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19870206	20021113			PST	Y	C	YY   Y	N100CACSTL			145	148	A	967759600
USGS	373322122083501	SAN FRANCISCO BAY ST AC5 NR COYOTE HILLS SL CA	ES	373322	1220835	37.55604675	-122.144131	M	S	NAD27	NAD83	06	06	001	US		REDWOOD POINT	  24000	 0	M	  1	NGVD29			O	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19890906			PST	Y		NNNNNNNN							470647500
USGS	373323121584401	004S001W28F005M	GW	373323	1225844	37.5563239	-122.9799981	M	F	NAD27	NAD83	06	06	001	US	S 28T 04SR 01WM	NILES	24000	 60.00	M	2	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540816				PST	Y	C	YYNYNNNN	N9999OTHER	110ALVM		493			CA-9-358M
USGS	373329122011801	004S001W30E003M	GW	373329.5	1220118.9	37.55819444	-122.0219167	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 42.1	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19561023	20020313			PST	Y	C	YY   Y	N100CACSTL			593	650	A	967759600
USGS	373329122011802	004S001W30E004M	GW	373329.5	1220118.5	37.55819444	-122.0218056	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 41.5	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020313			PST	Y	C	YY   Y	N100CACSTL			155	221	A	967759600
USGS	373337121590701	004S001W28D004M	GW	373337	1215907	37.56021368	-121.9863495	M	S	NAD27	NAD83	06	06	001	US	NWS 28T 04SR 01WM	NILES	24000	 59.20	L	.1	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	195008				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		280			CA-9-358M
USGS	373341122003701	004S001W30A002M	GW	373341.9	1220037.6	37.56163889	-122.0104444	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 51.8	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19980804	20020417			PST	Y	C	YY   Y	N100CACSTL			400	425	A	967759600
USGS	373341122003702	004S001W30A004M	GW	373341.7	1220037.3	37.5615833	-122.010361	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 52.0	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19980806	20020417			PST	Y	C	YY   Y	N100CACSTL			230	245	A	967759600
USGS	373341122003703	004S001W30A005M	GW	373341.5	1220037.0	37.56152778	-122.0102778	D	1	NAD83	NAD83	06	06	001	US		NEWARK,CA	  24000	 52.2	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19980912	20020417			PST	Y	C	YY   Y	N100CACSTL			150	160	A	967759600
USGS	373342121584301	004S001W28C001M	GW	373342	1215843	37.56160245	-121.9796826	M	S	NAD27	NAD83	06	06	001	US	SENENWS 28T 04SR 01WM	NILES	24000	 61.63	L	.01	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19470601				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		194			CA-9-358M
USGS	373343121584401	004S001W28C014M	GW	373341.8	1215848.4	37.5616111	-121.980111	M	5	NAD83	NAD83	06	06	001	US	SENENWS 28T 04SR 01WM	NILES	  24000	 53	M	 10	NGVD29	18050003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19590311	20070604			PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		465	470	D	CA-9-358M
USGS	373343122022601	004S002W25D001M	GW	373343.7	1220226.9	37.56213889	-122.0408056	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 22.2	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19861205	20020313			PST	Y	C	YY   Y	N100CACSTL			517	522	A	967759600
USGS	373343122022602	004S002W25D003M	GW	373343.9	1220226.7	37.56219444	-122.04075	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 23.0	D	0.2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19861205	20021113			PST	Y	C	YY   Y	N100CACSTL			154	180	A	967759600
USGS	373343122022701	004S002W25D002M	GW	373343.4	1220227.0	37.56205556	-122.0408333	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 23.5	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19870109	20021113			PST	Y	C	YY   Y	N100CACSTL			314	322	A	967759600
USGS	373343122090401	SAN FRANCISCO BAY ST AC6 NR COYOTE HILLS SL CA	ES	373343	1220904	37.56187985	-122.1521868	M	S	NAD27	NAD83	06	06	001	US		REDWOOD POINT	  24000	 0	M	  1	NGVD29			O	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19890906			PST	Y		NNNNNNNN							470647500
USGS	373344121584501	004S001W28C015M	GW	373344	1215845	37.56215799	-121.9802382	M	S	NAD27	NAD83	06	06	001	US	NENENWS 28T 04SR 01WM	NILES	24000	 60.00	M	5	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19740303				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		311	320		CA-9-358M
USGS	373345121591701	004S001W29A006M	GW	373345.9	1215917.3	37.56275	-121.9881389	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 61.2	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19910723	20020416			PST	Y	C	YY   Y	N100CACSTL			127	177	A	967759600
USGS	373345121595101	004S001W29C008M	GW	373345.9	1215951.6	37.56275	-121.9976667	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 57.4	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19751030	20020506			PST	Y	C	YY   Y	N100CACSTL			59	61.5	A	967759600
USGS	373347121540401	004S001W27D008M	GW	373347.9	1215404.2	37.56330556	-121.9011667	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 66.5	D	0.3	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19900928	20020416			PST	Y	C	YY   Y	N9999OTHER			110	117	A	967759600
USGS	373348121590401	004S001W28D012M	GW	373348.4	1215904.9	37.56344444	-121.9846944	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 62.9	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970818	20020503			PST	Y	C	YY   Y	N100CACSTL			160	165	A	967759600
USGS	373348121590501	004S001W28D008M	GW	373348.5	1215905.3	37.5634722	-121.9848056	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 62.8	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970825	20020503			PST	Y	C	YY   Y	N100CACSTL			380	385	A	967759600
USGS	373348121590502	004S001W28D011M	GW	373348.3	1215905.3	37.56341667	-121.9848056	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 62.9	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970828	20020503			PST	Y	C	YY   Y	N100CACSTL			280	290	A	967759600
USGS	373348121590503	004S001W28D001M	GW	373348.3	1215905.1	37.56341667	-121.98475	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 63.0	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970812	20020416			PST	Y	C	YY   Y	N100CACSTL			445	462	A	967759600
USGS	373349121582701	004S001W21Q001M	GW	373349	1215827	37.56354677	-121.975238	M	S	NAD27	NAD83	06	06	001	US	NENWNES 28T 04SR 01WM	NILES	24000	 64.00	M	4	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	NYNYNNNN	N100CACSTL	110ALVM		99.0			CA-9-358M
USGS	373349121585701	004S001W28D009M	GW	373349	1215857	37.56354685	-121.9835716	M	U	NAD27	NAD83	06	06	001	US								18050003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	NNNNNNNN	N100CACSTL	111ALVF		175			
USGS	373349122011701	004S001W19N004M	GW	373349.4	1220117.9	37.5637222	-122.0216389	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 40.52	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970807	20021108			PST	Y	C	YY   Y	N100CACSTL			310	325	A	967759600
USGS	373349122011801	004S001W19N002M	GW	373349.2	1220118.2	37.56366667	-122.0217222	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 40.15	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970730	20021108			PST	Y	C	YY   Y	N100CACSTL			410	448	A	967759600
USGS	373349122011802	004S001W19N005M	GW	373349.3	1220118.0	37.56369444	-122.0216667	D	1	NAD83	NAD83	06	06	001	US		NWEARK, CA	  24000	 40.43	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970805	20021108			PST	Y	C	YY   Y	N100CACSTL			230	240	A	967759600
USGS	373349122011803	004S001W19N014M	GW	373349.3	1220118.1	37.56369444	-122.0216944	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 40.4	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970801	20020506			PST	Y	C	YY   Y	N100CACSTL			100	105		967759600
USGS	373351122040001	004S002W22P002M	GW	373351	1220400	37.5641023	-122.0677404	M	F	NAD27	NAD83	06	06	001	US	SWSWSES 22T 04SR 02WM	NEWARK	24000	 10.00	M	3	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19480601				PST	Y	C	YYNYNNNN	N100CACSTL			354			CA-9-358M
USGS	373354121582601	004S001W21Q002M	GW	373354	1215826	37.5649356	-121.9749602	M	S	NAD27	NAD83	06	06	001	US		NILES	  24000	 67	M	  5	NGVD29	18050004		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780930				PST	Y	U	YYNNNNNN	N100CACSTL			120	120	D	470649300
USGS	373355121581201	004S001W21R002M	GW	373355	1215812	37.5652133	-121.9710712	M	F	NAD27	NAD83	06	06	001	US	SESESES 21T 04SR 01WM	NILES	24000	 57.00	L	.1	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19460101				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		102			CA-9-358M
USGS	373355121583401	004S001W21P009M	GW	373355	1215834	37.56521339	-121.9771825	M	S	NAD27	NAD83	06	06	001	US	SWSWSES 21T 04SR 01WM	NITTLES	  24000	 67.00	M	  5	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19640429				PST	Y	C	NYNYNNNN	N100CACSTL	110ALVM		201			CA-9-358M
USGS	373355121583601	004S001W21P007M	GW	373355	1215836	37.56521339	-121.977738	M	S	NAD27	NAD83	06	06	001	US	SWSWSES 21T 04SR 01WM	NILES	24000	 65.44	L	.01	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19630228				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		202	202		CA-9-358M
USGS	373355121583801	004S001W21P006M	GW	373355	1215838	37.5652134	-121.9782937	M	U	NAD27	NAD83	06	06	001	US								18050003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	NNNNNNNN	N100CACSTL	111ALVF		200			
USGS	373356121593301	004S001W20R003M	GW	373356.3	1215933.8	37.56563889	-121.9927222	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 59.1	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19940205	20020606			PST	Y	C	YY   Y	N100CACSTL			58	60	A	967759600
USGS	373356121593302	004S001W20R004M	GW	373356.2	1215933.9	37.5656111	-121.99275	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 59.2	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19940212	20020606			PST	Y	C	YY   Y	N100CACSTL			84.5	85	A	967759600
USGS	373357121583901	004S001W21P010M	GW	373357	1215839	37.5657689	-121.9785715	M	S	NAD27	NAD83	06	06	001	US	NESESWS 21T 04SR 01WM	NILES	24000	 68.00	M	2	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19660701				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		200			CA-9-358M
USGS	373357121591401	004S001W20R002M	GW	373357	1215914	37.565769	-121.988294	M	F	NAD27	NAD83	06	06	001	US	SESES 20T 04SR 01WM	NILES	24000	 64.00	M	 20	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	NYNYNNNN	N100CACSTL	110ALVM		150			CA-9-358M
USGS	373358121584001	004S001W21P011M	GW	373358	1215840	37.5660467	-121.9788492	M	S	NAD27	NAD83	06	06	001	US	NESESWS 21T 04SR 01WM	NILES	24000	 68.00	M	2	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19660812				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		200			CA-9-358M
USGS	373359121583901	004S001W21P012M	GW	373359	1215839	37.56632447	-121.9785715	M	S	NAD27	NAD83	06	06	001	US	NESESWS 21T 04SR 01WM	NILES	24000	 69.00	M	2	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19690504				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		199			CA-9-358M
USGS	373403122024501	004S002W23J002M	GW	373403.1	1220245.1	37.56752778	-122.045861	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 24.1	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19761028	20020506			PST	Y	C	YY   Y	N100CACSTL			122	130	A	967759600
USGS	373404121591801	004S001W20J004M	GW	373404.4	1215918.8	37.56788889	-121.9885556	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 58.90	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19940207	20020506			PST	Y	C	YY   Y	N100CACSTL			50	56	A	967759600
USGS	373404121591901	004S001W20J006M	GW	373404.2	1215919.0	37.5678333	-121.988611	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 59.07	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19940207	20020506			PST	Y	C	YY   Y	N100CACSTL			80	80	A	967759600
USGS	373404121591902	004S001W20J005M	GW	373404.1	1215919.1	37.56780556	-121.9886389	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 59.14	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19940208	20020506			PST	Y	C	YY   Y	N100CACSTL			109	110	A	967759600
USGS	373409122003601	004S001W19J006M	GW	373409.8	1220036.5	37.56938889	-122.0101389	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 50.4	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020416			PST	Y	C	YY   Y	N100CACSTL			145	152	A	967759600
USGS	373414122015801	004S002W24L006M	GW	373414	1220158	37.57049107	-122.0338507	M	S	NAD27	NAD83	06	06	001	US	NENESWS 24T 04SR 02WM	NEWARK	24000	 32.00	M	3	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19590113				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		324			CA-9-358M
USGS	373418122011901	004S001W19E002M	GW	373418.4	1220119.2	37.57177778	-122.022	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 37.9	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19831202	20020416			PST	Y	C	YY   Y	N100CACSTL			147	150	A	967759600
USGS	373421122021301	004S002W24F011M	GW	373421.2	1220213.1	37.57255556	-122.0369722	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 29.2	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020416			PST	Y	C	YY   Y	N100CACSTL			69.7		A	967759600
USGS	373422121592201	004S001W20H003M	GW	373422.6	1215922.6	37.57294444	-121.989611	D	1	NAD83	NAD83	06	06	001	US		NILES, CA	  24000	 67.5	D	0.2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020416			PST	Y	C	YY   Y	N100CACSTL			64.5	64.5	A	967759600
USGS	373424121584501	004S001W21F001M	GW	373424	1215845	37.57326864	-121.9802382	M	U	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	NNNNNNNN	N100CACSTL	111ALVF		120			
USGS	373425121582101	PRECIP SAMPLER ACWD ROOFTOP INFLATION BLDG A NILES	AT	373425	1215821	37.5736111	-121.9725	G	F	NAD83	NAD83	06	06	001	US		NILES	  24000	 70	M	 20	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y									967759600
USGS	373437122022501	004S002W24D004M	GW	373437	1220225	37.57687967	-122.0413509	M	F	NAD27	NAD83	06	06	001	US	NWNWNWS 24T 04SR 02WM	NEWARK	24000	 27.00	M	3	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19380718				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		440			CA-9-358M
USGS	373438121592401	004S001W20A003M	GW	373438	1215924	37.57715747	-121.9910718	M	S	NAD27	NAD83	06	06	001	US	NWNENES 20T 045R 01WM	NILES	24000	 63.00	M	3	NGVD29	18050004		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19720928				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		325	334		CA-9-358M
USGS	373441122024101	004S002W14R003M	GW	373441.8	1220241.1	37.57827778	-122.04475	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 25.9	D	0.2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020416			PST	Y	C	YY   Y	N100CACSTL			110		A	967759600
USGS	373447122021901	004S002W13P005M	GW	373447.0	1220219.4	37.5797222	-122.0387222	D	1	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 26.0	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19990923	20020311			PST	Y	C	YY   Y	N100CACSTL			420	427	A	470659600
USGS	373447122021902	004S002W13P006M	GW	373447.0	1220219.1	37.5797222	-122.0386389	D	1	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 26.2	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19990916	20020326			PST	Y	C	YY   Y	N100CACSTL			360	365	A	470659600
USGS	373447122021903	004S002W13P007M	GW	373447.0	1220219.2	37.5797222	-122.0386667	D	1	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 26.0	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19990923	20020326			PST	Y	C	YY   Y	N100CACSTL			280	290	A	470659600
USGS	373447122021904	004S002W13P004M	GW	373447.0	1220219.3	37.5797222	-122.0386944	D	1	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 25.9	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19831014	20020326			PST	Y	C	YY   Y	N100CACSTL			145	150	A	470659600
USGS	373448122012501	004S001W18N004M	GW	373448	1220125	37.58	-122.023611	N	S	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 42	M	2.5	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020503			PST	Y	C	YY   Y	N100CACSTL			220	244	A	967759600
USGS	373452122023201	004S002W13M005M	GW	373453	1220232.7	37.58138889	-122.0424167	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 26.5	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19581024	20020416			PST	Y	C	YY   Y	N100CACSTL			210	220	A	967759600
USGS	373457122002101	004S001W17M006M	GW	373457.8	1220021.3	37.5827222	-122.0059167	D	1	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 49.8	R	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970715	20020311			PST	Y	C	YY   Y	N100CACSTL			460	465	A	470659600
USGS	373457122002102	004S001W17M007M	GW	373457.8	1220021.4	37.5827222	-122.0059444	D	1	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 49.9	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970722	20020322			PST	Y	C	YY   Y	N100CACSTL			260	265	A	470659600
USGS	373457122002103	004S001W17M008M	GW	373457.8	1220021.5	37.5827222	-122.0059722	D	1	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 49.6	R	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19970806				PST	Y	C	YY   Y	N100CACSTL			125	130	A	470659600
USGS	373457122022801	004S002W13M006M	GW	373458	1220228.7	37.58277778	-122.0413056	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 27.4	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19581128	20020416			PST	Y	C	YY   Y	N100CACSTL			220	220	A	967759600
USGS	373457122041001	004S002W15L005M	GW	373457.4	1220410.3	37.5826111	-122.0695278	D	1	NAD83	NAD83	06	06	001	US		Newark	  24000	 7.6	D	0.2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	20020528	20021029			PST	Y	C	YY   Y	N100CACSTL		C	470	480	A	967759600
USGS	373457122041002	004S002W15L006M	GW	373457.0	1220409.6	37.5825	-122.0693333	D	1	NAD83	NAD83	06	06	001	US		Newark	  24000	 7.5	D	0.2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	20020814	20021029			PST	Y	C	YY   Y	N100CACSTL		C	200	220	O	967759600
USGS	373457122041003	004S002W15L007M	GW	373457.3	1220410.1	37.5825833	-122.0694722	D	1	NAD83	NAD83	06	06	001	US		Newark	  24000	 7.6	D	0.2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	20020816	20021029			PST	Y	C	YY   Y	N100CACSTL		C	100	115	O	967759600
USGS	373507122031901	004S002W14L006M	GW	373507.9	1220319.1	37.58552778	-122.0553056	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 14.9	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19831130	20020417			PST	Y	C	YY   Y	N100CACSTL			120	120	A	967759600
USGS	373514122022101	004S002W13E003M	GW	373514.6	1220221.5	37.58738889	-122.0393056	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 27.9	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19660628	20020416			PST	Y	C	YY   Y	N100CACSTL			144	144		967759600
USGS	373517122024301	004S002W14H003M	GW	373517.7	1220243.9	37.58825	-122.0455278	D	1	NAD83	NAD83	06	06	001	US		NEWARK, CA	  24000	 25.0	D	0.2	NGVD29			V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		20020417			PST	Y	C	YY   Y	N100CACSTL			125		A	967759600
USGS	373521122033101	004S002W14D003M	GW	373521.6	1220331.9	37.5893333	-122.058861	D	1	NAD83	NAD83	06	06	001	US		Newark	  24000	 14.0	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	200206	20021106			PST	Y	C	YY   Y	N100CACSTL		C	450	475	O	967759600
USGS	373521122033102	004S002W14D004M	GW	373521.5	1220331.8	37.58930556	-122.0588333	D	1	NAD83	NAD83	06	06	001	US		Newark	  24000	 13.9	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	20020830	20021106			PST	Y	C	YY   Y	N100CACSTL		C	540	560	O	967759600
USGS	373521122033103	004S002W14D005M	GW	373521.4	1220331.8	37.58927778	-122.0588333	D	1	NAD83	NAD83	06	06	001	US		Newark	  24000	 14.0	D	 .2	NGVD29			F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	20020906	20021106			PST	Y	C	YY   Y	N100CACSTL		C	280	290	O	967759600
