station_code,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
CVW,CRESTVIEW,daily,/cgi-progs/queryDaily?CVW,7600,37.745,118.983,MONO,OWENS R,http://cdec.water.ca.gov/
CWF,CROWDER FLAT,daily,/cgi-progs/queryDaily?CWF,5100,41.8934,120.7519,MODOC,KLAMATH R,http://cdec.water.ca.gov/
CX2,DAILY X2 CALCULATION,daily,/cgi-progs/queryDaily?CX2,0,37.8333,122.4167,SAN FRANCISCO,SF BAY,http://cdec.water.ca.gov/
DAN,DANA MEADOWS,daily,/cgi-progs/queryDaily?DAN,9800,37.897,119.257,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
DVB,DANVILLE LIBRARY,daily,/cgi-progs/queryDaily?DVB,364,37.8208,121.9956,CONTRA COSTA,SF BAY,http://cdec.water.ca.gov/
DVR,DAVIS RANCH,daily,/cgi-progs/queryDaily?DVR,550,40.35,122.45,TEHAMA,COTTONWOOD CR,http://cdec.water.ca.gov/
DYC,DAY CANYON,daily,/cgi-progs/queryDaily?DYC,2240,34.168,117.537,SAN BERNARDINO,LYTLE CR,http://cdec.water.ca.gov/
DES,DE SABLA (DWR),daily,/cgi-progs/queryDaily?DES,2710,39.872,121.61,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
DSB,DE SABLA (PG&E),daily,/cgi-progs/queryDaily?DSB,2710,39.867,121.617,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
DDM,DEADMAN CREEK,daily,/cgi-progs/queryDaily?DDM,9250,38.3319,119.6531,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
DTV,DEATH VALLEY,daily,/cgi-progs/queryDaily?DTV,-194,36.467,116.867,INYO,AMARGOSA R,http://cdec.water.ca.gov/
DRC,DEER CK FOREBAY (PG&E),daily,/cgi-progs/queryDaily?DRC,4455,39.3,120.825,NEVADA,YUBA R,http://cdec.water.ca.gov/
DEC,DEER CREEK DAM,daily,/cgi-progs/queryDaily?DEC,2320,34.169,117.502,SAN BERNARDINO,LYTLE CR,http://cdec.water.ca.gov/
DLN,DEL NORTE,daily,/cgi-progs/queryDaily?DLN,800,34.009,119.654,VENTURA,S BARBARA COAST,http://cdec.water.ca.gov/
DVL,DEL VALLE,daily,/cgi-progs/queryDaily?DVL,1278,34.431,118.666,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
DV7,DEL VALLE CHECK 7 (KB001638),daily,/cgi-progs/queryDaily?DV7,500,37.6547,121.7419,ALAMEDA,EAST BAY,http://cdec.water.ca.gov/
DCO,DEL VALLE CONSERVATION OUTLET WORKS,daily,/cgi-progs/queryDaily?DCO,542,37.6178,121.7468,ALAMEDA,EAST BAY,http://cdec.water.ca.gov/
DTO,DELTA OUTFLOW,daily,/cgi-progs/queryDaily?DTO,0,99.999,999.999,SOLANO,DELTA,http://cdec.water.ca.gov/
DRO,DELTA RUNOFF ONE DAY CALCULATION,daily,/cgi-progs/queryDaily?DRO,6,38.042,121.642,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
DSC,DESCANO,daily,/cgi-progs/queryDaily?DSC,3480,32.857,116.622,SAN DIEGO,SAN DIEGO R,http://cdec.water.ca.gov/
DC2,DEVIL CANYON 2ND AFTERBAY (KA041275),daily,/cgi-progs/queryDaily?DC2,2000,34.2305,117.3405,SAN BERNARDINO,SANTA ANA R,http://cdec.water.ca.gov/
DVC,DEVIL CANYON HEADWORKS (KA041288),daily,/cgi-progs/queryDaily?DVC,2296,34.2235,117.3307,SAN BERNARDINO,SANTA ANA R,http://cdec.water.ca.gov/
DPO,DEVIL'S POSTPILE,daily,/cgi-progs/queryDaily?DPO,7569,37.6294,119.0847,MONO,SAN JOAQUIN R,http://cdec.water.ca.gov/
DVG,DEVILS GARDEN,daily,/cgi-progs/queryDaily?DVG,5022,41.522,120.668,MODOC,PIT R,http://cdec.water.ca.gov/
DEV,DEVORE,daily,/cgi-progs/queryDaily?DEV,2070,34.221111,117.404442,SAN BERNARDINO,LYTLE CR,http://cdec.water.ca.gov/
DBC,DIABLO CANYON,daily,/cgi-progs/queryDaily?DBC,1850,37.329,121.302,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
DDW,DIDDY WELLS,daily,/cgi-progs/queryDaily?DDW,1300,40.7,122.1,SHASTA,SACTO VLY NE,http://cdec.water.ca.gov/
DSS,DISMAL SWAMP,daily,/cgi-progs/queryDaily?DSS,7050,41.993,120.165,MODOC,SURPRISE VALLEY,http://cdec.water.ca.gov/
DMC,DMC HEADWORKS,daily,/cgi-progs/queryDaily?DMC,200,37.78,121.588,ALAMEDA,DELTA,http://cdec.water.ca.gov/
DGH,DOG HOUSE MEADOW,daily,/cgi-progs/queryDaily?DGH,6100,37.7626,119.785222,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
DNP,DON PEDRO RESERVOIR,daily,/cgi-progs/queryDaily?DNP,830,37.702,120.421,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
DON,DONNELLS,daily,/cgi-progs/queryDaily?DON,4835,38.329,119.96,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
DNN,DONNER LAKE (DWR),daily,/cgi-progs/queryDaily?DNN,5945,39.333,120.25,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
DSA,DOS AMIGOS PUMPING PLANT,daily,/cgi-progs/queryDaily?DSA,100,36.924097,120.825577,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
DGL,DOUGHTY CUT ABOVE GRANT LINE CANAL,daily,/cgi-progs/queryDaily?DGL,18,37.815,121.425,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
DNV,DOWNIEVILLE,daily,/cgi-progs/queryDaily?DNV,2920,39.5586,120.8292,SIERRA,YUBA R,http://cdec.water.ca.gov/
DWV,DOWNIEVILLE,daily,/cgi-progs/queryDaily?DWV,2915,39.5667,120.8333,SIERRA,YUBA R,http://cdec.water.ca.gov/
DYE,DOYLE (BLM),daily,/cgi-progs/queryDaily?DYE,4240,40.022,120.106,LASSEN,SUSAN R,http://cdec.water.ca.gov/
DOY,DOYLE CROSSING,daily,/cgi-progs/queryDaily?DOY,5670,40.1192,120.483,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
DMF,DRUM PH FOREBAY,daily,/cgi-progs/queryDaily?DMF,4750,39.25,120.75,PLACER,YUBA R,http://cdec.water.ca.gov/
DPH,DRUM POWER HOUSE,daily,/cgi-progs/queryDaily?DPH,3400,39.264,120.767,PLACER,BEAR R,http://cdec.water.ca.gov/
DCG,DRY CREEK NEAR GALT,daily,/cgi-progs/queryDaily?DCG,53,38.248,121.226,SACRAMENTO,COSUMNES R,http://cdec.water.ca.gov/
DBF,DUBLIN-SAN RAMON FIRE HOUSE,daily,/cgi-progs/queryDaily?DBF,355,37.732,121.927,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
DUC,DUDLEY RANCH BELOW COULTERVILLE,daily,/cgi-progs/queryDaily?DUC,3654,37.741,120.133,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
DUN,DUNCAN,daily,/cgi-progs/queryDaily?DUN,7100,39.144,120.509,PLACER,AMERICAN R,http://cdec.water.ca.gov/
DNM,DUNSMUIR TREATMENT PLANT,daily,/cgi-progs/queryDaily?DNM,2170,41.2,122.267,SISKIYOU,SACRAMENTO R,http://cdec.water.ca.gov/
EGL,EAGLE CREEK,daily,/cgi-progs/queryDaily?EGL,6700,35.983,118.641,TULARE,TULE R,http://cdec.water.ca.gov/
EPK,EAST PARK RESERVOIR,daily,/cgi-progs/queryDaily?EPK,1205,39.367,122.517,COLUSA,STONY CR,http://cdec.water.ca.gov/
ELN,EASTSIDE BYPASS NEAR EL NIDO,daily,/cgi-progs/queryDaily?ELN,100,37.1475,120.6053,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
EBB,EBBETTS PASS,daily,/cgi-progs/queryDaily?EBB,8700,38.561,119.808,ALPINE,CARSON R,http://cdec.water.ca.gov/
ECH,ECHO LAKE CONDUIT,daily,/cgi-progs/queryDaily?ECH,7420,38.831,120.037,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
EP5,ECHO PEAK 5,daily,/cgi-progs/queryDaily?EP5,7800,38.849,120.079,EL DORADO,LAKE TAHOE,http://cdec.water.ca.gov/
EDP,EDMONSTON PUMPING PLANT,daily,/cgi-progs/queryDaily?EDP,1247,34.943,118.824,KERN,TEHACHAPI MOUNTAINS,http://cdec.water.ca.gov/
EEL,EEL RIVER (USFS),daily,/cgi-progs/queryDaily?EEL,1500,39.833,123.083,MENDOCINO,EEL R,http://cdec.water.ca.gov/
FSW,EEL RIVER AT FORT SEWARD,daily,/cgi-progs/queryDaily?FSW,320,40.2182006835938,123.632530212402,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
LEG,EEL RIVER AT LEGGETT,daily,/cgi-progs/queryDaily?LEG,747,39.8745956420898,123.720581054688,MENDOCINO,EEL R,http://cdec.water.ca.gov/
SCO,EEL RIVER AT SCOTIA,daily,/cgi-progs/queryDaily?SCO,160,40.4915237426758,124.099769592285,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
ELP,EEL RIVER BELOW LAKE PILLSBURY 24HR AVG,daily,/cgi-progs/queryDaily?ELP,1740,39.4081,122.9703,LAKE,EEL R,http://cdec.water.ca.gov/
EVA,EEL RIVER BELOW VAN ARSDALE DAM 24HR AVG,daily,/cgi-progs/queryDaily?EVA,1400,39.3886,123.115,MENDOCINO,EEL R,http://cdec.water.ca.gov/
ERC,EEL RIVER CAMP,daily,/cgi-progs/queryDaily?ERC,470,40.138,123.824,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
MRD,EEL RIVER SF NR MIRANDA (AT SYLVANDALE),daily,/cgi-progs/queryDaily?MRD,218,40.1818084716797,123.776145935059,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
ECA,EL CARISO,daily,/cgi-progs/queryDaily?ECA,3038,33.65,117.41,RIVERSIDE,SAN JACINTO R,http://cdec.water.ca.gov/
EDI,EL DORADO INTAKE,daily,/cgi-progs/queryDaily?EDI,3900,38.755,120.583,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
EPH,ELECTRA PH,daily,/cgi-progs/queryDaily?EPH,720,38.333,120.667,AMADOR,MOKELUMNE R,http://cdec.water.ca.gov/
ELG,ELK GROVE FISH HATCHERY,daily,/cgi-progs/queryDaily?ELG,45,38.421,121.374,SACRAMENTO,COSUMNES R,http://cdec.water.ca.gov/
ELK,ELK VALLEY,daily,/cgi-progs/queryDaily?ELK,1705,41.988,123.718,DEL NORTE,SMITH R,http://cdec.water.ca.gov/
ERY,ELLERY LAKE,daily,/cgi-progs/queryDaily?ERY,9645,37.933,119.233,MONO,MONO LAKE,http://cdec.water.ca.gov/
EMM,EMMATON (USBR),daily,/cgi-progs/queryDaily?EMM,0,38.083,121.739,SACRAMENTO,DELTA,http://cdec.water.ca.gov/
ENG,ENGLEBRIGHT (USACE),daily,/cgi-progs/queryDaily?ENG,551,39.239,121.267,NEVADA,YUBA R,http://cdec.water.ca.gov/
ERK,EUREKA WOODLEY ISLAND,daily,/cgi-progs/queryDaily?ERK,20,40.8,124.167,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
FLL,FALLEN LEAF LAKE,daily,/cgi-progs/queryDaily?FLL,6250,38.932,120.056,EL DORADO,LAKE TAHOE,http://cdec.water.ca.gov/
FCH,FANCHER CREEK,daily,/cgi-progs/queryDaily?FCH,920,36.8839,119.4658,FRESNO,KINGS R,http://cdec.water.ca.gov/
FRW,FAREWELL GAP,daily,/cgi-progs/queryDaily?FRW,9500,36.412,118.583,TULARE,KAWEAH R,http://cdec.water.ca.gov/
FRM,FARMINGTON (SPILL ELEV 156.5 FT),daily,/cgi-progs/queryDaily?FRM,180,37.915,120.935,SAN JOAQUIN,LITTLEJOHN CR,http://cdec.water.ca.gov/
FR1,FARMINGTON CENTRAL ID CANAL,daily,/cgi-progs/queryDaily?FR1,180,37.915,120.935,SAN JOAQUIN,LITTLEJOHN CR,http://cdec.water.ca.gov/
FR2,FARMINGTON STOCKTON EAST CANAL,daily,/cgi-progs/queryDaily?FR2,180,37.915,120.935,SAN JOAQUIN,LITTLEJOHN CR,http://cdec.water.ca.gov/
FRP,FARRAR PARK,daily,/cgi-progs/queryDaily?FRP,0,38.012,121.64,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
MER,FEATHER RIVER AT MERRIMAC,daily,/cgi-progs/queryDaily?MER,1560,39.709,121.27,BUTTE,FEATHER R,http://cdec.water.ca.gov/
FRA,FEATHER RIVER AT MILE 61.6,daily,/cgi-progs/queryDaily?FRA,125,39.468,121.597,BUTTE,FEATHER R,http://cdec.water.ca.gov/
FTO,FEATHER RIVER AT OROVILLE,daily,/cgi-progs/queryDaily?FTO,149,39.522,121.547,BUTTE,FEATHER R,http://cdec.water.ca.gov/
GRL,FEATHER RIVER NEAR GRIDLEY,daily,/cgi-progs/queryDaily?GRL,92,39.3667,121.6475,BUTTE,FEATHER R,http://cdec.water.ca.gov/
FEN,FENCE MEADOW,daily,/cgi-progs/queryDaily?FEN,5048,36.961,119.175,FRESNO,KINGS R,http://cdec.water.ca.gov/
FDL,FIDDLETOWN,daily,/cgi-progs/queryDaily?FDL,2160,38.533,120.7,AMADOR,COSUMNES R,http://cdec.water.ca.gov/
FIG,FIGUEROA,daily,/cgi-progs/queryDaily?FIG,3200,34.734,120.007,SANTA BARBARA,SANTA YNEZ R,http://cdec.water.ca.gov/
FIS,FISH CREEK MOUNTAINS,daily,/cgi-progs/queryDaily?FIS,760,32.983,116.058,IMPERIAL,WEST SALTON SEA,http://cdec.water.ca.gov/
FML,FIVE MILE,daily,/cgi-progs/queryDaily?FML,4150,35.872,117.918,INYO,KINGS R,http://cdec.water.ca.gov/
FLR,FLORENCE LAKE (SCE),daily,/cgi-progs/queryDaily?FLR,7325,37.267,118.967,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
FLW,FLOWER MOUNTAIN,daily,/cgi-progs/queryDaily?FLW,1480,37.92,120.6803,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
FLD,FOLSOM DAM,daily,/cgi-progs/queryDaily?FLD,350,38.7,121.167,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
FOL,FOLSOM LAKE,daily,/cgi-progs/queryDaily?FOL,466,38.683,121.183,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
FSF,FOLSOM LAKE SAFCA WCD,daily,/cgi-progs/queryDaily?FSF,466,38.683,121.183,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
FBS,FORBESTOWN,daily,/cgi-progs/queryDaily?FBS,2840,39.517,121.2661,BUTTE,FEATHER R,http://cdec.water.ca.gov/
FDC,FORESTDALE CREEK,daily,/cgi-progs/queryDaily?FDC,8017,38.6824,119.9597,ALPINE,CARSON R,http://cdec.water.ca.gov/
FRH,FORESTHILL R S,daily,/cgi-progs/queryDaily?FRH,3015,39.017,120.85,PLACER,AMERICAN R,http://cdec.water.ca.gov/
FRN,FORNI RIDGE,daily,/cgi-progs/queryDaily?FRN,7600,38.805,120.213,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
FO1,FORT ORD #1,daily,/cgi-progs/queryDaily?FO1,460,36.627,121.798,MONTEREY,SALINAS R,http://cdec.water.ca.gov/
FO2,FORT ORD #2,daily,/cgi-progs/queryDaily?FO2,490,36.627,121.786,MONTEREY,SALINAS R,http://cdec.water.ca.gov/
FTS,FOUNTAIN SPRINGS,daily,/cgi-progs/queryDaily?FTS,210,35.8911,118.9156,TULARE,KERN R,http://cdec.water.ca.gov/
FOR,FOUR TREES,daily,/cgi-progs/queryDaily?FOR,5150,39.813,121.321,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
FMC,FREMONT CANYON,daily,/cgi-progs/queryDaily?FMC,1750,33.8111,117.708,ORANGE,SANTA ANA R,http://cdec.water.ca.gov/
FMD,FRENCH MEADOWS,daily,/cgi-progs/queryDaily?FMD,5263,39.112,120.468,PLACER,AMERICAN R,http://cdec.water.ca.gov/
FRD,FRENCHMAN DAM,daily,/cgi-progs/queryDaily?FRD,5517,39.883,120.183,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
FRO,FRESNO WB AIRPORT,daily,/cgi-progs/queryDaily?FRO,328,36.767,119.717,FRESNO,TULARE LAKE,http://cdec.water.ca.gov/
FRT,FRIANT DAM,daily,/cgi-progs/queryDaily?FRT,578,36.995,119.692,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
MIL,FRIANT DAM (MILLERTON),daily,/cgi-progs/queryDaily?MIL,581,37.001,119.705,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
MI2,FRIANT DAM FK CANAL,daily,/cgi-progs/queryDaily?MI2,581,37.001,119.705,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
MI1,FRIANT DAM MADERA CANAL,daily,/cgi-progs/queryDaily?MI1,581,37.001,119.705,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
FGC,FRIANT GOVERNMENT CAMP,daily,/cgi-progs/queryDaily?FGC,410,36.983,119.717,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
GAS,GASQUET RANGER STATION,daily,/cgi-progs/queryDaily?GAS,384,41.85,123.967,DEL NORTE,SMITH R,http://cdec.water.ca.gov/
GEM,GEM PASS,daily,/cgi-progs/queryDaily?GEM,10750,37.78,119.17,MONO,MONO LAKE,http://cdec.water.ca.gov/
GTW,GEORGETOWN (USBR),daily,/cgi-progs/queryDaily?GTW,3250,38.925,120.789,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
GRG,GEORGETOWN RS (USFS),daily,/cgi-progs/queryDaily?GRG,3001,38.933,120.8,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
GLL,GERLE LAKE,daily,/cgi-progs/queryDaily?GLL,5860,39.033,120.367,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
GNL,GIANELLI MEADOW,daily,/cgi-progs/queryDaily?GNL,8400,38.205,119.892,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
GNF,GIANT FOREST (USACE),daily,/cgi-progs/queryDaily?GNF,6650,36.562,118.765,TULARE,KAWEAH R,http://cdec.water.ca.gov/
GIB,GIBSON,daily,/cgi-progs/queryDaily?GIB,1633,41.0225,122.3992,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
GBS,GIBSON MAINTENANCE STATION,daily,/cgi-progs/queryDaily?GBS,1650,41.025,122.41,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
GLR,GILMORE RANCH,daily,/cgi-progs/queryDaily?GLR,220,38.045,120.987,SAN JOAQUIN,CALAVERAS R,http://cdec.water.ca.gov/
GIN,GIN FLAT,daily,/cgi-progs/queryDaily?GIN,7050,37.767,119.773,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
GRD,GIRARD,daily,/cgi-progs/queryDaily?GRD,4800,41.133,122.283,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
GLH,GLEN HELEN REGIONAL PARK,daily,/cgi-progs/queryDaily?GLH,2040,34.209,117.405,SAN BERNARDINO,LYTLE CR,http://cdec.water.ca.gov/
GLV,GLENVILLE FS,daily,/cgi-progs/queryDaily?GLV,3140,35.717,118.7,KERN,KERN R,http://cdec.water.ca.gov/
GTM,GOAT MOUNTAIN,daily,/cgi-progs/queryDaily?GTM,4520,37.27,119.543,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
GOL,GOLD LAKE,daily,/cgi-progs/queryDaily?GOL,6750,39.675,120.615,SIERRA,FEATHER R,http://cdec.water.ca.gov/
GGT,GOLDEN GATE,daily,/cgi-progs/queryDaily?GGT,0,37.81,122.474,SAN FRANCISCO,SF BAY,http://cdec.water.ca.gov/
GDW,GOODWIN DAM,daily,/cgi-progs/queryDaily?GDW,359,37.875,120.603,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
GDJ,GOODWIN N MAIN (SSJ) CANAL,daily,/cgi-progs/queryDaily?GDJ,359,37.875,120.603,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
GDS,GOODWIN S MAIN (OAKDALE) CANAL,daily,/cgi-progs/queryDaily?GDS,359,37.875,120.603,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
GYS,GOODYEAR SLOUGH,daily,/cgi-progs/queryDaily?GYS,0,38.118,122.095,SOLANO,DELTA,http://cdec.water.ca.gov/
GRO,GRANT GROVE,daily,/cgi-progs/queryDaily?GRO,6600,36.733,118.967,TULARE,KINGS R,http://cdec.water.ca.gov/
GLC,GRANTLINE CANAL (USGS),daily,/cgi-progs/queryDaily?GLC,10,37.8196,121.5485,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
GCT,GRANTLINE CANAL AT TRACY RD BRIDGE,daily,/cgi-progs/queryDaily?GCT,25,37.82,121.451,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
GVY,GRASS VALLEY,daily,/cgi-progs/queryDaily?GVY,2400,39.2056,121.0672,NEVADA,YUBA R,http://cdec.water.ca.gov/
GRS,GRASSHOPPER,daily,/cgi-progs/queryDaily?GRS,6050,40.781666,120.784447,LASSEN,SUSAN R,http://cdec.water.ca.gov/
GRV,GRAVEYARD MEADOW,daily,/cgi-progs/queryDaily?GRV,6900,37.465,119.29,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
GKS,GREEK STORE,daily,/cgi-progs/queryDaily?GKS,5600,39.075,120.558,PLACER,AMERICAN R,http://cdec.water.ca.gov/
GRM,GREEN MOUNTAIN,daily,/cgi-progs/queryDaily?GRM,7900,37.555,119.238,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
GRN,GREEN SPRINGS,daily,/cgi-progs/queryDaily?GRN,1020,37.833,120.5,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
GLN,GREEN'S LANDING,daily,/cgi-progs/queryDaily?GLN,5,38.345,121.546,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
GRE,GREENVILLE,daily,/cgi-progs/queryDaily?GRE,3560,40.1394,120.9412,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
GNV,GREENVILLE RS,daily,/cgi-progs/queryDaily?GNV,3570,40.133,120.933,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
GRZ,GRIZZLY RIDGE,daily,/cgi-progs/queryDaily?GRZ,6900,39.917,120.645,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
HGM,HAGANS MEADOW,daily,/cgi-progs/queryDaily?HGM,8000,38.853,119.94,EL DORADO,LAKE TAHOE,http://cdec.water.ca.gov/
HRF,HARKNESS FLAT,daily,/cgi-progs/queryDaily?HRF,6200,40.418,121.275,LASSEN,FEATHER R,http://cdec.water.ca.gov/
HRK,HARKNESS FLAT,daily,/cgi-progs/queryDaily?HRK,6200,40.418,121.275,LASSEN,FEATHER R,http://cdec.water.ca.gov/
HRR,HARRISON GULCH RS,daily,/cgi-progs/queryDaily?HRR,2750,40.367,122.967,SHASTA,SACTO VLY WEST,http://cdec.water.ca.gov/
HBP,HARVEY O BANKS PUMPING P (KA000331),daily,/cgi-progs/queryDaily?HBP,240,37.801944,121.620278,SACRAMENTO,DELTA,http://cdec.water.ca.gov/
HRO,HARVEY O BANKS PUMPING PLANT,daily,/cgi-progs/queryDaily?HRO,240,37.798,121.623,SACRAMENTO,DELTA,http://cdec.water.ca.gov/
HTG,HASTINGS,daily,/cgi-progs/queryDaily?HTG,1824,36.388,121.551,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
HAT,HAT CK PH NO 1,daily,/cgi-progs/queryDaily?HAT,3020,40.933,121.55,SHASTA,HAT CR,http://cdec.water.ca.gov/
HTC,HAT CREEK #1 PH (PG&E),daily,/cgi-progs/queryDaily?HTC,3015,40.933,121.55,LASSEN,PIT R,http://cdec.water.ca.gov/
HKY,HAWKEYE,daily,/cgi-progs/queryDaily?HKY,2000,38.727,122.84,SONOMA,RUSSIAN R,http://cdec.water.ca.gov/
HVN,HEAVENLY VALLEY,daily,/cgi-progs/queryDaily?HVN,8800,38.929,119.917,EL DORADO,LAKE TAHOE,http://cdec.water.ca.gov/
HHL,HELL HOLE (PCWA),daily,/cgi-progs/queryDaily?HHL,4630,39.058,120.407,PLACER,AMERICAN R,http://cdec.water.ca.gov/
HLH,HELL HOLE (USFS),daily,/cgi-progs/queryDaily?HLH,4580,39.0717,120.4217,PLACER,AMERICAN R,http://cdec.water.ca.gov/
HDC,HENDRICKS CANAL,daily,/cgi-progs/queryDaily?HDC,9999,99.999,999.999,BUTTE,FEATHER R,http://cdec.water.ca.gov/
HDZ,HERNANDEZ,daily,/cgi-progs/queryDaily?HDZ,3752,36.383,120.854,SAN BENITO,SAN BENITO R,http://cdec.water.ca.gov/
HTH,HETCH HETCHY,daily,/cgi-progs/queryDaily?HTH,3870,37.95,119.783,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
HID,HIDDEN DAM (HENSLEY),daily,/cgi-progs/queryDaily?HID,561,37.2,119.917,MADERA,FRESNO R,http://cdec.water.ca.gov/
HIG,HIGHLAND LAKES,daily,/cgi-progs/queryDaily?HIG,6030,41.093,122.483,TRINITY,TRINITY R,http://cdec.water.ca.gov/
HHM,HIGHLAND MEADOW,daily,/cgi-progs/queryDaily?HHM,8700,38.49,119.805,ALPINE,MOKELUMNE R,http://cdec.water.ca.gov/
HLD,HIGHLAND PEAK,daily,/cgi-progs/queryDaily?HLD,2520,37.8145,121.8084,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
HLC,HILLCREST,daily,/cgi-progs/queryDaily?HLC,3440,40.867,121.883,SHASTA,PIT R,http://cdec.water.ca.gov/
HRZ,HIRZ,daily,/cgi-progs/queryDaily?HRZ,3200,40.9,122.25,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
HDL,HOADLEY,daily,/cgi-progs/queryDaily?HDL,4580,40.683,122.75,SHASTA,TRINITY R,http://cdec.water.ca.gov/
HCK,HOCKETT MEADOW (USACE),daily,/cgi-progs/queryDaily?HCK,8500,36.371,118.651,TULARE,KAWEAH R,http://cdec.water.ca.gov/
HLL,HOLLAND TRACT,daily,/cgi-progs/queryDaily?HLL,0,38.008,121.579,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
HNY,HONEYDEW,daily,/cgi-progs/queryDaily?HNY,370,40.23,124.148,HUMBOLDT,MATTOLE R,http://cdec.water.ca.gov/
HRS,HORSE MEADOW,daily,/cgi-progs/queryDaily?HRS,8400,38.158,119.662,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
HOR,HORSE MEADOW (NRCS),daily,/cgi-progs/queryDaily?HOR,8557,38.8365,119.8873,ALPINE,CARSON R,http://cdec.water.ca.gov/
HSS,HOSSACK,daily,/cgi-progs/queryDaily?HSS,7100,36.181,118.619,TULARE,TULE R,http://cdec.water.ca.gov/
HUL,HULL MTN,daily,/cgi-progs/queryDaily?HUL,6461,39.53333,122.94833,MENDOCINO,EEL R,http://cdec.water.ca.gov/
HMB,HUMBUG,daily,/cgi-progs/queryDaily?HMB,6500,40.115,121.368,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
HTN,HUNTINGTON LAKE (PG&E) (OBSERVER),daily,/cgi-progs/queryDaily?HTN,7000,37.225,119.225,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
HNT,HUNTINGTON LAKE (USBR),daily,/cgi-progs/queryDaily?HNT,7000,37.228,119.221,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
