agency_cd,data_source,site_no,data_type,station_nm,site_tp_cd,lat_va,long_va,latitude,longitude,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
USGS,http://waterservices.usgs.gov/,1.1062399E7,discharge,FONTANA WATER CO SURFACE DIV WEIR 2 NR FONTANA CA,ST,341210,1172655,34.20278567,-117.4494936,M,S,NAD27,NAD83,6,6,71,US,  SWNWS06 T01N  R05W,DEVORE,24000,2240,M,20,NGVD29,18070203,,,YNNNYNNNNNYNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10624E7,discharge,FONTANA WATER CO SURFACE DIV NR FONTANA CA,ST,341211,1172655,34.20306344,-117.4494936,M,F,NAD27,NAD83,6,6,71,US,  SWNWS06 T01N  R05W,,,,,,,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.106245E7,discharge,FONTANA PH FOREBAY SPILLWAY NR FONTANA CA,ST,341210,1172654,34.20278567,-117.4492158,M,F,NAD27,NAD83,6,6,71,US,  SENWS06 T01N  R05W,,,,,,,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10627E7,discharge,FONTANA PH TAILRACE WEIR NR FONTANA CA,ST,340918,1172343,34.15500947,-117.396158,M,F,NAD27,NAD83,6,6,71,US,,,,,,,,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10628E7,discharge,FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA,ST,340920,1172341,34.155565,-117.3956025,M,F,NAD27,NAD83,6,6,71,US,,,,,,,,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.106282E7,discharge,FONTANA WATER CO DIV NR FONTANA CA,ST,340917,1172345,34.1547317,-117.3967137,M,F,NAD27,NAD83,6,6,71,US,,,,,,,,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10635E7,discharge,LONE PINE C NR KEENBROOK CA,ST,341559,1172747,34.2663946,-117.4639388,M,F,NAD27,NAD83,6,6,71,US,  SESWS12 T02N  R06W,,,2605.92,M,17,NGVD29,18070203,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,15.1,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.106351E7,discharge,CAJON C BL LONE PINE C NR KEENBROOK CA,ST,341548,1172758,34.2633392,-117.4669944,M,F,NAD27,NAD83,6,6,71,US,  NWNWS13 T02N  R06W,CAJON,24000,2600,M,20,NGVD29,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,56.5,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.106368E7,discharge,DEVIL CYN C NR SAN BERNARDINO CA,ST,341230,1171950,34.20834107,-117.331434,M,F,NAD27,NAD83,6,6,71,US,,,,2080,M,17,NGVD29,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,5.49,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1065E7,discharge,LYTLE C A COLTON CA,ST,340444,1171817,34.07890146,-117.3055989,M,F,NAD27,NAD83,6,6,71,US,,,,,,,,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,186,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10695E7,discharge,SAN JACINTO R NR SAN JACINTO,ST,334417,1164959,33.73807629,-116.8339098,M,S,NAD27,NAD83,6,6,65,US,  SENES13 T05S  R01E,BLACKBURN CANYON,24000,1920,M,20,NGVD29,18070202,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,142,,PST,Y,,NNNNNNNN,,,,,,,470600113
USGS,http://waterservices.usgs.gov/,1.107027E7,discharge,PERRIS VALLEY STORM DR A NUEVO RD NR PERRIS CA,ST,334804,1171219,33.80113024,-117.2061469,M,F,NAD27,NAD83,6,6,65,US,  SWSWS21 T04S  R03W,,,,,,,18070202,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,93.3,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1070365E7,discharge,SAN JACINTO R NR SUN CITY CA,ST,334446,1171351,33.74613114,-117.231703,M,S,NAD27,NAD83,6,6,65,US,  SWSES07 T05S  R03W,ROMOLAND,24000,1400,M,20,NGVD29,18070202,,,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,560,,PST,Y,,NNNNNNNN,,,,,,,470600113
USGS,http://waterservices.usgs.gov/,1.1070465E7,discharge,SALT C A MURRIETA RD NR SUN CITY CA,ST,334139,1171217,33.6941882,-117.2055903,M,S,NAD27,NAD83,6,6,65,US,  SWNWS33 T05S  R03W,ROMOLAND,24000,1405,M,20,NGVD29,18070202,,,YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,116,,PST,Y,,NNNNNNNN,,,,,,,470600113
USGS,http://waterservices.usgs.gov/,1.10705E7,discharge,SAN JACINTO R NR ELSINORE CA,ST,333951,1171735,33.66418858,-117.293927,M,F,NAD27,NAD83,6,6,65,US,  SENES09 T06S  R04W,,,1270,M,17,NGVD29,18070202,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,723,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10721E7,discharge,TEMESCAL C AB MAIN ST A CORONA CA,ST,335321,1173343,33.8891821,-117.5628274,M,F,NAD27,NAD83,6,6,65,US,,,,600,M,17,NGVD29,18070203,,C,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,224,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10733E7,discharge,SAN ANTONIO C A RIVERSIDE DRIVE NR CHINO CA,ST,340107,1174347,34.01862319,-117.7306118,M,S,NAD27,NAD83,6,6,71,US,,ONTARIO,24000,735,M,5,NGVD29,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,36.6,,PST,Y,,NNNNNNNN,,,,,,,470600113
USGS,http://waterservices.usgs.gov/,1.107336E7,discharge,CHINO C A SCHAEFER AVENUE NR CHINO CA,ST,340014,1174334,34.00390144,-117.7270006,M,S,NAD27,NAD83,6,6,71,US,,ONTARIO,24000,685,M,5,NGVD29,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,48.9,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1074E7,discharge,SANTA ANA R BL PRADO DAM CA,ST,335300,1173840,33.88334875,-117.6453296,M,F,NAD27,NAD83,6,6,65,US,,LUEHMAN RIDGE,24000,449,M,10,NGVD29,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,2258,1490,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.107572E7,discharge,CARBON C BL CARBON CYN DAM CA,ST,335448,1175030,33.91334748,-117.8425584,M,F,NAD27,NAD83,6,6,59,US,  SWNES17 T03S  R09W,,,,,,,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,19.5,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10775E7,discharge,SANTIAGO C A SANTA ANA CA,ST,334613,1175301,33.7702946,-117.8845014,M,F,NAD27,NAD83,6,6,59,US,  SWNWS01 T05S  R10W,,,110,M,17,NGVD29,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,98.6,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1078E7,discharge,SANTA ANA R A SANTA ANA CA,ST,334504,1175427,33.75112815,-117.9083906,M,F,NAD27,NAD83,6,6,59,US,  NWSES10 T05S  R10W,,,61.01,M,17,NGVD29,18070203,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,1700,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1085E7,discharge,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,ST,340644,1175807,34.11223019,-117.9695092,M,F,NAD27,NAD83,6,6,37,US,  NESWS06 T01S  R10W,BALDWIN PARK,24000,400,L,0.1,NGVD29,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,236,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.108702E7,discharge,SAN GABRIEL R AB WHITTIER NARROWS DAM CA,ST,340203,1180214,34.03417767,-118.0381225,M,F,NAD27,NAD83,6,6,37,US,,,,,,,,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,442,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10885E7,discharge,BREA C BL BREA DAM NR FULLERTON CA,ST,335316,1175532,33.88779206,-117.9264496,M,F,NAD27,NAD83,6,6,59,US,  NENES28 T03S  R10W,,,,,,,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,21.6,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10892E7,discharge,COYOTE C NR BUENA PARK CA,ST,335216,1180139,33.8711111,-118.0275,G,U,NAD83,NAD83,6,6,59,US,  NWNWS34 T03S  R11W,LOS ALAMITOS,24000,50,M,2.5,NGVD29,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,,,,,,,,9677-00113
USGS,http://waterservices.usgs.gov/,1.10895E7,discharge,FULLERTON C BL FULLERTON DAM NR BREA CA,ST,335345,1175307,33.89584765,-117.8861706,M,F,NAD27,NAD83,6,6,59,US,  NWSWS24 T03S  R10W,,,,,,,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,4.94,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.10904E7,discharge,FULLERTON C NR BUENA PARK CA,ST,335150.5,1180147.4,33.86402778,-118.0298333,G,U,NAD83,NAD83,6,6,59,US,  NESES33 T03S  R11W,LOS ALAMITOS,24000,50,M,2.5,NGVD29,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,,,,,,,,9677-00113
USGS,http://waterservices.usgs.gov/,1.10906E7,discharge,CARBON C A LOS ALAMITOS CA,ST,334855,1180352,33.81527778,-118.0644444,G,U,NAD83,NAD83,6,6,59,US,  NENES19 T04S  R11W,LOS ALAMITOS,24000,25,M,2.5,NGVD29,18070106,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,,,,,,,,9677-00113
USGS,http://waterservices.usgs.gov/,1.109245E7,discharge,LOS ANGELES R A SEPULVEDA DAM CA,ST,340942,1182757,34.16167247,-118.466749,M,F,NAD27,NAD83,6,6,37,US,,VAN NUYS,24000,663,M,10,NGVD29,18070105,,,NNNNYNNNNNYNNNNNNNNNNNNNNNNNNN,,,158,,PST,Y,,NNNNNNNN,,,,,,,470600113
USGS,http://waterservices.usgs.gov/,1.1097E7,discharge,BIG TUJUNGA C BL HANSEN DAM CA,ST,341513,1182317,34.25361395,-118.38897,M,F,NAD27,NAD83,6,6,37,US,,,,,,,,18070105,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,153,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1098E7,discharge,ARROYO SECO NR PASADENA CA,ST,341320,1181036,34.22222629,-118.1775727,M,F,NAD27,NAD83,6,6,37,US,  NWNES31 T02N  R12W,,,1397.88,M,17,NGVD29,18070105,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,16,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.110125E7,discharge,RIO HONDO AB WHITTIER NARROWS DAM CA,ST,340330,1180415,34.05834368,-118.0717348,M,F,NAD27,NAD83,6,6,37,US,,,,,,,,18070105,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,91.2,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11023E7,discharge,RIO HONDO BL WHITTIER NARROWS DAM CA,ST,340100,1180515,34.0166788,-118.0884018,M,F,NAD27,NAD83,6,6,37,US,,,,,,,,18070105,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,124,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.110551E7,discharge,MALIBU C A MALIBU CA,ST,340236,1184103,34.0433333,-118.6841667,G,F,NAD83,NAD83,6,6,37,US,,MALIBU BEACH,24000,20,M,12,NGVD29,18070104,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,109.2,,PST,Y,,,,,,,,,967700112
USGS,http://waterservices.usgs.gov/,1.110655E7,discharge,CALLEGUAS C NR CAMARILLO CA,ST,341046,1190220,34.17944989,-119.0398242,M,F,NAD27,NAD83,6,6,111,US,,CAMARILLO,24000,58.42,L,0.05,NGVD29,18070103,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,248,,PST,N,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1109E7,discharge,SANTA CLARA R NR PIRU CA,ST,342413,1184418,34.40360813,-118.739258,M,S,NAD27,NAD83,6,6,111,US,,VAL VERDE,24000,710,M,10,NGVD29,18070102,,,NNNNYNYNNNNNNNNNNNNNNNNNNNNNNN,,,645,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.110955E7,discharge,PIRU C AB FRENCHMANS FLAT CA,ST,343751,1184451,34.63082016,-118.7484244,G,U,NAD27,NAD83,6,6,37,US,  NWNWS11 T06N  R18W,LIEBRE MOUNTAIN,24000,2140,M,20,NGVD29,18070102,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,308,,PST,Y,,NNNNNNNN,,,,,,,967700111
USGS,http://waterservices.usgs.gov/,1.11096E7,discharge,PIRU CREEK ABOVE LAKE PIRU CA,ST,343123,1184522,34.52304728,-118.7570362,M,F,NAD27,NAD83,6,6,111,US,  NENWS15 T05N  R18W,,,1058.55,M,0.1,NGVD29,18070102,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,372,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11098E7,discharge,PIRU CREEK BELOW SANTA FELICIA DAM CA,ST,342737,1184504,34.4602723,-118.7520361,M,F,NAD27,NAD83,6,6,111,US,,,,,,,,18070102,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,425,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11115E7,discharge,SESPE CREEK NEAR WHEELER SPRINGS CA,ST,343440,1191525,34.5777657,-119.2578902,M,F,NAD27,NAD83,6,6,111,US,  NWSWS30 T06N  R22W,,,3500.65,M,17,NGVD29,18070102,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,49.5,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1113E7,discharge,SESPE C NR FILLMORE,ST,342630,1185535,34.4416618,-118.9273212,G,F,NAD27,NAD83,6,6,111,US,SENWSES12 T04N  R20W,FILLMORE,24000,565,M,20,NGVD29,18070102,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,252,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.11135E7,discharge,SANTA PAULA C NR SANTA PAULA,ST,342448,1190453,34.4133295,-119.0823272,M,F,NAD27,NAD83,6,6,111,US,  NWSES21 T04N  R21W,,,619.43,M,0.01,NGVD29,18070102,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,38.4,,PST,N,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1114495E7,discharge,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,343010,1192123,34.5027693,-119.3573393,M,S,NAD27,NAD83,6,6,111,US,  SENES23 T05N  R24W,WHEELER SPRINGS,24000,1380,M,20,NAVD88,18070101,,,NNNNYNYNNNNNNNNNYNNNNNNNNNNNNN,,,47.8,,PST,Y,,,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.11185E7,discharge,VENTURA R NR VENTURA,ST,342108,1191827,34.35222038,-119.3084466,M,F,NAD27,NAD83,6,6,111,US,,,,200,M,17,NGVD29,18070101,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,188,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11195E7,discharge,CARPINTERIA C NR CARPINTERIA CA,ST,342405,1192908,34.4013836,-119.4865103,M,F,NAD27,NAD83,6,6,83,US,,,,130,M,17,NGVD29,18060013,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,13.1,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1119745E7,discharge,MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA,ST,342626,1194239,34.44055266,-119.7118027,M,S,NAD27,NAD83,6,6,83,US,,SANTA BARBARA,24000,400,M,25,NGVD29,18060013,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,6.6,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.111994E7,discharge,MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA,ST,342642,1194810,34.4449965,-119.80375,M,F,NAD27,NAD83,6,6,83,US,,,,,,,,18060013,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,6.4,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.112E7,discharge,ATASCADERO C NR GOLETA CA,ST,342529,1194839,34.4247189,-119.811805,M,F,NAD27,NAD83,6,6,83,US,,,,12.59,M,17,NGVD29,18060013,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,18.9,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11205E7,discharge,SAN JOSE C NR GOLETA CA,ST,342733,1194829,34.45916286,-119.8090283,M,F,NAD27,NAD83,6,6,83,US,,,,95.61,M,17,NGVD29,18060013,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,5.51,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.112052E7,discharge,SAN PEDRO C A GOLETA CA,ST,342655,1195025,34.4486111,-119.8402778,G,5,NAD83,NAD83,6,6,83,US,,GOLETA,24000,60,M,10,NGVD29,18060013,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,3.1,,PST,Y,,NNNNNNNN,,,,,,,9677-0AZ20
USGS,http://waterservices.usgs.gov/,1.112101E7,discharge,JAMESON LK RELEASE WEIR A JAMESON LAKE CA,ST,342932,1193025,34.4922149,-119.507902,M,F,NAD27,NAD83,6,6,83,US,,,,,,,,18060010,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,13.9,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11219E7,discharge,GIBRALTAR DAM DIV WEIR A GIBRALTAR DAM CA,ST,343127,1194110,34.5241613,-119.68708,M,F,NAD27,NAD83,6,6,83,US,,,,,,,,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.112201E7,discharge,GIBRALTAR DAM RELEASE WEIR A GIBRALTAR DAM CA,ST,343127,1194111,34.52416133,-119.6873579,M,F,NAD27,NAD83,6,6,83,US,,,,,,,,18060010,,C,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,1920,,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1123E7,discharge,SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA,ST,343128,1194111,34.5244391,-119.6873579,M,F,NAD27,NAD83,6,6,83,US,  SWSWS11 T05N  R27W,,,,,,,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,216,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11235E7,discharge,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,ST,343237,1195150,34.54360358,-119.8648627,M,F,NAD27,NAD83,6,6,83,US,,,,,,,,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,277,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11245E7,discharge,SANTA CRUZ C NR SANTA YNEZ CA,ST,343548,1195428,34.5966563,-119.9087519,M,F,NAD27,NAD83,6,6,83,US,,,,783.38,M,17,NGVD29,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,74,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11256E7,discharge,HILTON CYN C NR SANTA YNEZ CA,ST,343456,1195854,34.58221109,-119.9826419,G,S,NAD27,NAD83,6,6,83,US,,LAKE CACHUMA,24000,740,M,20,NGVD29,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,2.42,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.1126E7,discharge,SANTA YNEZ R NR SANTA YNEZ CA,ST,343521,1195916,34.5891552,-119.9887532,M,F,NAD27,NAD83,6,6,83,US,,LAKE CACHUMA,24000,545.66,L,0.05,NGVD29,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,422,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.112825E7,discharge,ALAMO PINTADO C NR SOLVANG CA,ST,343706,1200711,34.61831975,-120.120703,M,F,NAD27,NAD83,6,6,83,US,  NWNWS11 T06N  R31W,SANTA YNEZ,24000,540.49,L,0.05,NGVD29,18060010,,C,YNNNYNYNNNNNNNNNNNNNNNNNNNNNNN,,19900104,29.4,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.11285E7,discharge,SANTA YNEZ R A SOLVANG CA,ST,343506,1200837,34.58498706,-120.1445926,M,F,NAD27,NAD83,6,6,83,US,,,,350,M,17,NGVD29,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,579,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11298E7,discharge,ZACA C NR BUELLTON CA,ST,343855,1201100,34.64859614,-120.1843172,M,F,NAD27,NAD83,6,6,83,US,,ZACA CREEK,24000,471.54,L,0.01,NGVD29,18060010,,C,YNNNYNYNNNNNNNNNNNNNNNNNNNNNNN,,19900116,32.8,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.11325E7,discharge,SALSIPUEDES C NR LOMPOC CA,ST,343519,1202427,34.5885957,-120.4084938,M,F,NAD27,NAD83,6,6,83,US,      S24 T06N  R34W,,,220,M,17,NGVD29,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,47.1,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1133E7,discharge,SANTA YNEZ R A NARROWS NR LOMPOC CA,ST,343810,1202525,34.63609474,-120.424606,M,F,NAD27,NAD83,6,6,83,US,,,,,,,,18060010,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,789,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.1134E7,discharge,SANTA YNEZ R A H ST NR LOMPOC CA,ST,344006,1202725,34.6683162,-120.4579411,M,S,NAD27,NAD83,6,6,83,US,,LOMPOC,24000,56.74,L,0.01,NGVD29,18060010,,,YNNNYNYNNNNNNNNNNNNNNNNNNNNNNN,,,815,,PST,Y,,NNNNNNNN,,,,,,,470600111
USGS,http://waterservices.usgs.gov/,1.11348E7,discharge,MIGUELITO C A LOMPOC CA,ST,343754,1202750,34.6316501,-120.4648857,M,F,NAD27,NAD83,6,6,83,US,,LOMPOC,24000,,,,,18060010,,C,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,197010,11.6,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11358E7,discharge,SAN ANTONIO C A LOS ALAMOS CA,ST,344436,1201612,34.74331534,-120.2709888,M,F,NAD27,NAD83,6,6,83,US,,,,,,,,18060009,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,34.9,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11365E7,discharge,CUYAMA R NR VENTUCOPA CA,ST,344120,1192125,34.68887277,-119.3578952,M,S,NAD27,NAD83,6,6,111,US,  SENWS19 T07N  R23W,REYES PEAK,24000,3500,M,20,NGVD29,18060007,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,89.9,,PST,Y,,NNNNNNNN,,,,,,,9677-00111
USGS,http://waterservices.usgs.gov/,1.11366E7,discharge,SANTA BARBARA CYN C NR VENTUCOPA CA,ST,344900,1193340,34.81664656,-119.5620708,G,U,NAD27,NAD83,6,6,83,US,,FOX MOUNTAIN,24000,2980,M,20,NGVD29,18060007,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,40.4,,PST,Y,,,,,,,,,9677-00111
USGS,http://waterservices.usgs.gov/,1.11368E7,discharge,CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA,ST,350119,1201339,35.0219213,-120.2284868,M,F,NAD27,NAD83,6,6,79,US,    SWS14 T11N  R32W,,,,,,,18060007,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,886,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11379E7,discharge,HUASNA R NR ARROYO GRANDE CA,ST,350440,1202215,35.07775398,-120.3718267,M,F,NAD27,NAD83,6,6,79,US,,,,,,,,18060007,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,103,,PST,Y,,NNNNNNNN,,,,,,,
USGS,http://waterservices.usgs.gov/,1.11385E7,discharge,SISQUOC R NR SISQUOC CA,ST,345023,1201002,34.83970289,-120.1682063,M,F,NAD27,NAD83,6,6,83,US,,,,624.3,M,0.01,NGVD29,18060008,,,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,,,281,,PST,Y,,NNNNNNNN,,,,,,,
