#
#
# US Geological Survey
# retrieved: 2012-12-27 05:40:46 EST	(caas01)
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterservices.usgs.gov/Site-Service.html
#
# Contact:   gs-w_support_nwisweb@usgs.gov
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  lat_va          -- DMS latitude
#  long_va         -- DMS longitude
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_meth_cd   -- Latitude-longitude method
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#  country_cd      -- Country code
#  land_net_ds     -- Land net location description
#  map_nm          -- Name of location map
#  map_scale_fc    -- Scale of location map
#  alt_va          -- Altitude of Gage/land surface
#  alt_meth_cd     -- Method altitude determined
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  basin_cd        -- Drainage basin code
#  topo_cd         -- Topographic setting code
#  instruments_cd  -- Flags for instruments at site
#  construction_dt -- Date of first construction
#  inventory_dt    -- Date site established or inventoried
#  drain_area_va   -- Drainage area
#  contrib_drain_area_va -- Contributing drainage area
#  tz_cd           -- Time Zone abbreviation
#  local_time_fg   -- Site honors Daylight Savings Time
#  reliability_cd  -- Data reliability code
#  gw_file_cd      -- Data-other GW files
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  aqfr_type_cd    -- Local aquifer type code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  depth_src_cd    -- Source of depth data
#  project_no      -- Project number
#
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no
USGS	381640121132801	005N007E21D001M	GW	381640	1211328	38.2776925	-121.2255025	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 82.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19611107				PST	Y	C	YYNYNYNN	S100CNRLVL			136	285	D	0479423712
USGS	381642121152801	005N007E18P001M	GW	381642	1211528	38.27824788	-121.2588366	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 70.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19640101				PST	Y	C	YYNYNYNN	S100CNRLVL			865	950		0479423712
USGS	381646121352301	005N003E13G001M	GW	381646	1213523	38.2793579	-121.590788	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 5.00	M	2.5	NGVD29	18020109		G	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19660712				PST	Y	C	YYNYNYNN	S100CNRLVL	112VCTR		85.0	105	D	0479423712
USGS	381658121211101	005N006E17M002M	GW	381658	1212111	38.2826919	-121.3541165	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 26.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580417				PST	Y	C	YYNYNYNN	S100CNRLVL			108	385		0479423712
USGS	381658121211102	005N006E17M003M	GW	381658	1212111	38.2826919	-121.3541165	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 26.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580117				PST	Y	C	YYNYNYNN	S100CNRLVL			104	166		0479423712
USGS	381658121315701	005N004E15L002M	GW	381658	1213157	38.28269137	-121.5335648	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000					18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19551202				PST	Y	C	YYNYNNNN	S100CNRLVL	121LGUN		105	105	D	0479423712
USGS	381659121183901	005N006E15L002M	GW	381659	1211839	38.2829698	-121.3118934	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 45.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580101				PST	Y	C	YYNYNYNN	S100CNRLVL			128	165		0479423712
USGS	381703121155801	005N006E13J001M	GW	381703	1211558	38.284081	-121.2671701	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 62.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19520427				PST	Y	C	YYNYNYNN	S100CNRLVL			107	555		0479423712
USGS	381706121182901	005N006E15G001M	GW	381706	1211829	38.2849142	-121.3091155	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 47.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19681025				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		135	185	D	0479423712
USGS	381706121193201	005N006E16F001M	GW	381706	1211932	38.28491416	-121.3266159	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 30.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540922				PST	Y	C	YYNYNYNN	S100CNRLVL			94.0	94.0		0479423712
USGS	381717121333801	005N004E17A001M	GW	381717	1213338	38.28796888	-121.5616209	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 3.00	M	2.5	NGVD29	18020109		G	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19710219				PST	Y	C	YYNYNYNN	S100CNRLVL			140	170		0479423712
USGS	381722121165501	005N006E14A001M	GW	381722	1211655	38.2893586	-121.2830038	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 57.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540804				PST	Y	C	YYNYNYNN	S100CNRLVL			800	833		0479423712
USGS	381722121183201	005N006E15B001M	GW	381722	1211832	38.2893585	-121.3099489	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 47.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780509				PST	Y	C	YYNYNYNN	S100CNRLVL			185	240		0479423712
USGS	381728121190501	005N006E10N001M	GW	381728	1211905	38.2910251	-121.3191158	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 45.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550609				PST	Y	C	YYNYNYNN	S100CNRLVL			131	200		0479423712
USGS	381729121181801	005N006E10Q001M	GW	381729	1211818	38.2913029	-121.3060599	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 48.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19781008				PST	Y	C	YYNYNYNN	S100CNRLVL			185	347		0479423712
USGS	381729121184301	005N006E10P001M	GW	381729	1211843	38.29138889	-121.3119444	M	F	NAD83	NAD83	06	06	067	US				 48.19	M	 20	NAVD88				NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600916	19601010			PST	Y	U	YY   Y	S100CNRLVL			384	385	D	
USGS	381730121280901	005N005E07R001M	GW	381730	1212809	38.2915802	-121.4702303	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 4.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540723				PST	Y	C	YYNYNYNN	S100CNRLVL			75.0	81.0		0479423712
USGS	381731121183001	005N006E10Q002M	GW	381731	1211830	38.29185845	-121.3093933	M	F	NAD27	NAD83	06	06	067	US		GALT	  24000	 47	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19891116	19950623			PST	Y	C	YYNYNYNN	S100CNRLVL	110ALVM	U	160	228	D	470648500
USGS	381734121163501	005N006E12P001M	GW	381734	1211635	38.29269186	-121.2774482	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 55.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790315				PST	Y	C	YYNYNYNN	S100CNRLVL			250	255		0479423712
USGS	381735121152901	005N007E07P002M	GW	381735	1211529	38.29296968	-121.2591144	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 67.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790407				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		155	212	D	0479423712
USGS	381737121102501	005N007E11R002M	GW	381737	1211025	38.29352568	-121.174668	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 115.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19680215				PST	Y	C	YYNYNYNN	S100CNRLVL			187	228	D	0479423712
USGS	381737121173801	005N006E11P001M	GW	381737	1211738	38.2935251	-121.2949486	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 50.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19801028				PST	Y	C	YYNYNYNN	S100CNRLVL			160	224		0479423712
USGS	381738121120001	005N007E10P001M	GW	381738	1211200	38.2938033	-121.2010575	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 86.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19500926				PST	Y	C	YYNYNYNN	S100CNRLVL	121MRTN		112	411	D	0479423712
USGS	381740121120001	005N007E10P002M	GW	381740	1211200	38.2943588	-121.2010575	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 85.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780401				PST	Y	U	YYNYNYNN	S100CNRLVL			250	550		0479423712
USGS	381741121144001	005N007E07R001M	GW	381741	1211440	38.29463635	-121.245503	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 72.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19771106				PST	Y	C	YYNYNYNN	S100CNRLVL			160	235		0479423712
USGS	381744121142701	005N007E08M003M	GW	381744	1211427	38.29546968	-121.2418918	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 72.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780101				PST	Y	C	YYNYNYNN	S100CNRLVL			450	450		0479423712
USGS	381744121354401	005N003E12E001M	GW	381744	1213544	38.2954685	-121.5966216	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 -2.00	M	2.5	NGVD29	18020109		G	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19710411				PST	Y	C	YYNYNYNN	S100CNRLVL			162	185		0479423712
USGS	381756121340200	SACRAMENTO R NR COURTLAND CA	ST	381756	1213402	38.29880187	-121.5682878	M	U	NAD27	NAD83	06	06	067	US								18020109			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	381757121314001	005N004E10G004M	GW	381757	1213140	38.29907978	-121.5288427	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 -4.00	M	2.5	NGVD29	18020109		G	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19690406				PST	Y	C	YYNYNYNN	S100CNRLVL			52.0	55.0		0479423712
USGS	381758121171701	005N006E11G001M	GW	381758	1211717	38.29935829	-121.2891152	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 50.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19780515				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN	X		240	D	0479423712
USGS	381759121314101	005N004E10G003M	GW	381759	1213141	38.2996353	-121.5291205	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000					18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19690409				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		233	255	D	0479423712
USGS	381807121171301	005N006E11G002M	GW	381807	1211713	38.3018582	-121.288004	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 50.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600504				PST	Y	C	YYNYNYNN	S100CNRLVL			152	624		0479423712
USGS	381809121251201	005N005E10C002M	GW	381809	1212512	38.30241336	-121.4210626	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 18.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19530501				PST	Y	C	YYNYNNNN	S100CNRLVL	121LGUN		115	170	D	0479423712
USGS	381810121184801	005N006E10C001M	GW	381810	1211848	38.30269145	-121.3143935	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 43.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550729				PST	Y	C	YYNYNYNN	S100CNRLVL			120	225		0479423712
USGS	381812121122201	005N007E10D001M	GW	381812	1211222	38.3032474	-121.2071688	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 75.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19661010				PST	Y	C	YYNYNYNN	S100CNRLVL			180	260		0479423712
USGS	381812121243301	005N005E11D001M	GW	381812	1212433	38.3032467	-121.410229	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 21.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19710429				PST	Y	C	YYNYNYNN	S100CNRLVL			176	285		0479423712
USGS	381813121184701	005N006E10C002M	GW	381813	1211847	38.30352476	-121.3141157	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 42.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550816				PST	Y	C	YYNYNYNN	S100CNRLVL			92.0	92.0		0479423712
USGS	381815121092201	005N007E12A001M	GW	381815	1210922	38.304081	-121.1571677	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 144.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790629				PST	Y	C	YYNYNYNN	S100CNRLVL			300	310		0479423712
USGS	381815121335301	005N004E08B002M	GW	381815	1213353	38.3040795	-121.5657878	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 5.00	M	2.5	NGVD29	18020109		G	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770602				PST	Y	C	YYNYNYNN	S100CNRLVL			137	162		0479423712
USGS	381820121342601	005N004E08D001M	GW	381820	1213426	38.3054683	-121.5749547	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 8.00	M	2.5	NGVD29	18020109		G	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19791213				PST	Y	C	YYNYNYNN	S100CNRLVL			141	155		0479423712
USGS	381824121154901	005N006E01R001M	GW	381824	1211549	38.30658038	-121.2646702	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 63.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770731				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		160	230	D	0479423712
USGS	381832121252301	005N005E03P001M	GW	381832	1212523	38.30880205	-121.4241183	M	F	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 18.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600101				PST	Y	C	YYYYNYNN	S100CNRLVL	121LGUN		245	250	D	0479423712
USGS	381845121191701	005N006E04J002M	GW	381845	1211917	38.31241337	-121.3224493	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 33.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19670619				PST	Y	C	YYNYNYNN	S100CNRLVL			660	815		0479423712
USGS	381852121092101	005N007E01H001M	GW	381852	1210921	38.31435847	-121.1568899	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 155.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19810308				PST	Y	C	YYNYNNNN	S100CNRLVL			300	320		0479423712
USGS	381903121133501	005N007E05H001M	GW	381903	1211335	38.31741357	-121.2274471	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 76.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19520629				PST	Y	C	YYNYNYNN	S100CNRLVL			136	205		0479423712
USGS	381904121135501	005N007E05B001M	GW	381904	1211355	38.3176913	-121.2330028	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 67.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19661019				PST	Y	C	YYNYNYNN	S100CNRLVL			170	504		0479423712
USGS	381906121175401	005N006E02D001M	GW	381906	1211754	38.3182466	-121.2993933	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 40.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790105				PST	Y	C	YYNYNYNN	S100CNRLVL			345	350		0479423712
USGS	381910121343001	005N004E05D001M	GW	381910	1213430	38.3193568	-121.576066	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 12.00	M	2.5	NGVD29	18020109		G	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19651120				PST	Y	C	YYNYNYNN	S100CNRLVL			140	160		0479423712
USGS	381914121342401	006N004E32N001M	GW	381914	1213424	38.32046788	-121.5743993	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 6.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19730625				PST	Y	C	YYNYNYNN	S100CNRLVL			130	152		0479423712
USGS	381915121250401	005N005E03B001M	GW	381915	1212504	38.32074615	-121.4188405	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 21.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		150	180	D	0479423712
USGS	381915121252901	005N005E03D001M	GW	381915	1212529	38.3207461	-121.425785	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 19.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	YYNYNNNN	S100CNRLVL			120	164		0479423712
USGS	381915121342801	006N004E31R001M	GW	381915	1213428	38.32074565	-121.5755104	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 7.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19650325				PST	Y	C	YYNYNYNN	S100CNRLVL			138	155		0479423712
USGS	381917121135501	006N007E32P001M	GW	381917	1211355	38.32138889	-121.2319444	M	F	NAD83	NAD83	06	06	067	US				 68.90	M	 20	NAVD88				NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19520828	19521216			PST	Y	U	YY   Y	S100CNRLVL			144	545	D	
USGS	381917121272201	006N005E32P001M	GW	381917	1212722	38.32130157	-121.4571747	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 12.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19710501				PST	Y	C	YYNYNYNN	S100CNRLVL			180	268		0479423712
USGS	381918121093601	006N007E36P001M	GW	381918	1210936	38.32158045	-121.1610567	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 168.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19800914				PST	Y	C	YYNYNYNN	S100CNRLVL			241	302		0479423712
USGS	381923121255001	006N005E33Q002M	GW	381923	1212550	38.32296827	-121.4316186	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	  24000	 18	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19860315	19960416			PST	Y	C	YYNYNYNN	S100CNRLVL	100SCMV	U	158	158	D	470650400
USGS	381925121193401	006N006E33L001M	GW	381925	1211934	38.3236111	-121.326111	M	F	NAD83	NAD83	06	06	067	US				 36.75	M	 20	NAVD88				NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600913	19601008			PST	Y	U	YY   Y	S100CNRLVL			226	227	D	
USGS	381934121145601	006N007E31K001M	GW	381934	1211456	38.3260243	-121.2499477	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 69.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19680901				PST	Y	C	YYYYNYNN	S100CNRLVL			1150	1150		0479423712
USGS	381935121190501	006N006E33J002M	GW	381935	1211905	38.32630186	-121.319116	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 46.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580925				PST	Y	C	YYNYNYNN	S100CNRLVL			167	167	D	0479423712
USGS	381936121174101	006N006E35M002M	GW	381936	1211741	38.3265797	-121.2957821	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 53.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101				PST	Y	C	YYNYNYNN	S100CNRLVL			140	200		0479423712
USGS	381939121274201	006N005E32M001M	GW	381939	1212742	38.32741248	-121.4627305	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 12.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19541006				PST	Y	C	YYNYNYNN	S100CNRLVL			45.0	102		0479423712
USGS	381939121280701	006N005E31L003M	GW	381939	1212807	38.32741245	-121.469675	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 9.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19671004				PST	Y	C	YYNYNYNN	S100CNRLVL			88.0	125	D	0479423712
USGS	381939121331801	006N004E32J001M	GW	381939	1213318	38.32741218	-121.5560657	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 -1.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	YYNYNNNN	S100CNRLVL			148	160		0479423712
USGS	381942121181601	006N006E34L002M	GW	381942	1211816	38.32824629	-121.3055046	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 50.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770602				PST	Y	C	YYNYNYNN	S100CNRLVL			536	720		0479423712
USGS	381942121275001	006N005E31H001M	GW	381942	1212750	38.32824578	-121.4649527	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 13.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19601114				PST	Y	C	YYNYNYNN	S100CNRLVL			220	320		0479423712
USGS	381942121341401	006N004E32E002M	GW	381942	1213414	38.32824544	-121.5716216	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 7.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19680923				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		160	165	D	0479423712
USGS	381943121244201	006N005E34K001M	GW	381943	1212442	38.3285237	-121.4127293	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 24.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550406				PST	Y	C	YYNYNYNN	S100CNRLVL			200	440		0479423712
USGS	381943121250001	006N005E34L001M	GW	381943	1212500	38.3285237	-121.4177294	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 22.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580306				PST	Y	C	YYNYNYNN	S100CNRLVL			116	174		0479423712
USGS	381951121273901	006N005E32E001M	GW	381951	1212739	38.3307457	-121.4618971	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 13.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19800710				PST	Y	C	YYNYNYNN	S100CNRLVL			145	175		0479423712
USGS	381954121084001	006N008E31E003M	GW	381954	1210840	38.3315802	-121.1455008	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 185.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19781102				PST	Y	C	YYNYNYNN	S100CNRLVL			220	290		0479423712
USGS	381955121182201	006N006E34F001M	GW	381955	1211822	38.3318573	-121.3071713	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 47.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19810118				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		180	212	D	0479423712
USGS	381955121274801	006N005E31A004M	GW	381955	1212748	38.33185678	-121.4643972	M	S	NAD27	NAD83	06	06	067	US		BRUCEVILLE	24000	 13.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600728				PST	Y	C	YYNYNYNN	S100CNRLVL			56.0	80.0		0479423712
USGS	381955121334801	006N004E32B002M	GW	381955	1213348	38.33185647	-121.5643992	M	S	NAD27	NAD83	06	06	067	US		COURTLAND	24000	 5.00	M	2.5	NGVD29	18020109		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19720428				PST	Y	C	YYNYNYNN	S100CNRLVL			126	142		0479423712
USGS	381956121053401	006N008E34E001M	GW	381958.1	1210537.8	38.3327193	-121.0948885	G	5	NAD27	NAD83	06	06	067	US		GOOSE CREEK	  24000	 258.00	M	  5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19711216				PST	Y	C	YYNYNYNN	S100CNRLVL	122VSPG		520	520	A	0479423712
USGS	381957121140501	006N007E32C001M	GW	381957	1211405	38.33241309	-121.2357807	M	S	NAD27	NAD83	06	06	067	US		CLAY	24000	 77.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19790620				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		160	205	D	0479423712
USGS	381958121153901	006N006E36A001M	GW	381958	1211539	38.33269075	-121.2618925	M	S	NAD27	NAD83	06	06	067	US		GALT	24000	 60.00	M	2.5	NGVD29	18040005		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19781122				PST	Y	C	YYNYNYNN	S100CNRLVL	121LGUN		160	200	D	0479423712
